"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"C18orf54" -0.240056228629975 5.09935254615868 -1.88806259992227 0.0752575448751839 0.147191327445288 -5.59960858757337
"ADPRHL1" 0.239946750458594 6.35496538396768 0.478804495876384 0.637846607838963 0.733991860758177 -7.19992999642245
"CCDC8" -0.239868862365759 2.89061539912557 -1.1321258546264 0.272449256108605 0.391978631279337 -6.40700332938562
"DYRK1A" -0.239708860092144 6.3978286332089 -2.62780721111153 0.0170771307271838 0.0480732709349996 -4.25052078819818
"ASXL2" 0.239699350643072 7.98706272547687 1.9485541102806 0.0671233785186807 0.135716793909151 -5.47520034802983
"KLC4" -0.23967827548037 4.22774322663192 -1.23439822616507 0.232939332461152 0.348385651816556 -6.34454932050413
"BCL2L2" 0.239442666656434 5.16096956175443 1.61423315037067 0.123882473558024 0.215890362372705 -5.98205864659547
"TMTC2" -0.239430205009955 3.73476082036424 -1.67694615989381 0.110845770478803 0.198284700097878 -5.81427114535539
"KRI1" 0.239426871030547 5.74659402979998 1.91180281504372 0.0719663786313862 0.142545768874604 -5.54732235960882
"ZNF28" -0.239387022158319 5.22117901184734 -1.46727855429315 0.159568436632187 0.262232395334295 -6.23256365079858
"JMJD4" -0.23935143335017 4.64190816036961 -1.83785344861444 0.0826598902888167 0.15817615401482 -5.52772919720156
"SCRN3" -0.239275297908627 3.1418287820244 -1.37055967345701 0.187375232432805 0.296523210651216 -6.10339705991593
"KLHL13" 0.239175986734033 3.1210879227711 1.7673007711775 0.0941395573841337 0.175069364653935 -5.53437131313557
"CUL3" -0.239076501382945 7.1683190705871 -2.01052131664089 0.0596135313817646 0.12379523653697 -5.40159499470867
"PTPRF" 0.239038162143343 9.51746501759758 2.06277566791094 0.0538775994238139 0.114345613442475 -5.24390118588624
"COQ4" 0.239008445018892 4.00368018478292 1.75249762522658 0.0967172041833548 0.178785025595927 -5.55428021169587
"ZNF594" -0.238963354714756 3.93086972505706 -1.4984964314639 0.151349857693882 0.251879827332287 -6.05952401896927
"TIA1" -0.238812320275914 5.63275191742907 -2.15902030842129 0.0446046687634897 0.0990063695007044 -5.05056195624518
"DPH3" -0.238689151326558 4.40405374970861 -1.41870686877517 0.17308024447684 0.278925470906907 -6.07072631671971
"ZNF653" 0.238666350988002 2.92748534770353 1.7737699565175 0.0930319734431059 0.173424079173374 -5.57049380811199
"ATOSB" 0.238650778085637 5.34453874815899 1.38944463196593 0.181659141717262 0.289623106961488 -6.28519811578111
"C1D" -0.238644030733354 3.6619814614978 -1.50459346081759 0.149786228349764 0.250079873048633 -5.97562967135226
"STAM" 0.238604680409524 5.76278051562792 2.85714561716108 0.0104749179107507 0.0332545819632366 -3.76820950557973
"WDR43" 0.238425676066829 7.59764121954888 1.71215683402788 0.104054424687819 0.189243556352104 -5.88643160841661
"GAK" 0.238402352448751 6.06154560268759 1.5356418069489 0.142029821078206 0.239812906203655 -6.14294776649622
"FKBP9" -0.238397190998681 6.11901586835182 -0.979421173940781 0.34036267945687 0.462563751247897 -6.8169011875753
"STX2" -0.238348374037765 6.17705494930265 -2.7940114402985 0.0119953951296015 0.0368417915257621 -3.91520058051024
"FGF11" 0.238313892192978 1.05143680516664 2.06533690913659 0.0536097279780256 0.113844907717858 -5.31478744874616
"SLC35F5" -0.238277645970357 6.72167398818264 -2.09247740659267 0.0508444322568748 0.109639597190498 -5.260975738129
"ATP1B1" -0.238176985618232 7.37948006488004 -2.24834180403039 0.0373290737050614 0.086968119962134 -4.96381112765701
"URM1" -0.238114168495458 5.26069927899491 -1.39193622911218 0.1809155729142 0.288648835871016 -6.17719387759914
"THYN1" 0.238019617499104 3.65943127673464 1.67678703369148 0.110877305044005 0.198308547225314 -5.67838575721977
"RSU1" 0.237991968305214 5.11271980621772 1.80411552534509 0.0879867142867866 0.165950011329684 -5.58990272272049
"SH3RF1" -0.237953171870458 5.16602901385807 -2.15829408929997 0.0446688145620281 0.0991083637146097 -5.11896189521994
"PGK1" -0.237943979728602 8.94758334764466 -2.23251806315785 0.0385325786016106 0.088953996881955 -4.98393048613465
"BTBD19" -0.237901146173276 3.96101496169004 -1.49932392919886 0.151136851575586 0.25160220982036 -5.93082439412888
"RFX5" 0.237832990630336 6.24430640071384 1.37780205272594 0.185166294212677 0.293975536848024 -6.36500511254072
"NIP7" -0.237666423870619 5.91667748728776 -1.89843647468907 0.0738033239932964 0.1451811866347 -5.54515436252273
"UROD" 0.23763814993639 5.6018932226802 1.854125456288 0.0801935588542433 0.154324082345544 -5.56301413462618
"MAD2L1BP" -0.237599721550408 5.1256740356345 -1.94284002797456 0.0678567574748443 0.136844042193809 -5.3934538425381
"STAG1" -0.237587694513236 7.91561530218849 -2.51615163272778 0.0215786210989082 0.0575606019225039 -4.43921067233793
"MAGED2" -0.23755294983412 7.0986813554589 -0.910171349802943 0.374768290454643 0.49728060213713 -6.89421124988218
"PARG" -0.237537683047156 5.95882512354597 -2.01240081724006 0.059398037162393 0.123418313341047 -5.39905263723156
"LINC01882" 0.237470454540686 2.73331641663141 1.99071425181531 0.0619276161138077 0.127531086945902 -5.28281123858872
"FXR1" 0.237442399433488 7.94508525171585 2.34914705696063 0.0304424328899518 0.0741591824470337 -4.77550979963643
"TOP1" -0.237330044701852 7.06668101191568 -1.7306252202659 0.100637775979766 0.184559545062263 -5.85158288167806
"NAGPA" 0.237288173696065 3.91842032581789 1.7167925436281 0.103187549481527 0.188019211023221 -5.6335415876356
"ANKS1A" -0.237220059035966 6.20670141030439 -1.92964742659525 0.0695773310264166 0.139180213771903 -5.54087435229476
"GPX8" 0.237156617835535 6.75126553397891 1.79056934409424 0.0902085984130795 0.169378226665303 -5.76987753608676
"SNHG12" -0.237131297326298 3.88252401180888 -1.88899834801973 0.0751253372423131 0.147011931725841 -5.3883972748946
"PHYH" -0.237112185661749 2.78028556419575 -1.1949575411536 0.247622619997169 0.364392924793888 -6.45601423868961
"GSK3A" 0.236939802433318 5.34646265527794 2.72687737905309 0.0138440563126672 0.0408940210060186 -3.94658492039241
"AXIN1" -0.236898840602419 5.75086831728006 -3.07657697618968 0.00650808590497362 0.0234144940055425 -3.32036206527145
"PAPLN" -0.236821445948926 3.29300962645085 -1.27141173138741 0.219777850589106 0.333648258684186 -6.23242003576159
"ZBED4" -0.236780481219489 7.73795330391179 -2.29800257177259 0.0337737938241716 0.0805454706481011 -4.85126073959763
"PHRF1" 0.236772593128626 5.43700030674362 0.685727651549992 0.501628449988236 0.617415019113302 -7.04960313567531
"NRAS" -0.236705040129962 8.30045833125263 -1.57810031118735 0.131967414381703 0.226635707829764 -6.06033057426601
"RFWD3" 0.236631130938195 7.61246997056758 2.53338027053368 0.020817483052787 0.0560379689589972 -4.42979429033032
"RPLP2" -0.236377121221542 7.18776666175594 -1.39683599134215 0.179460485900595 0.286789281707655 -6.2772656142088
"SLFNL1" 0.236374331670365 3.97265143586379 0.631479807586138 0.535670473983604 0.64811129981979 -6.83193940969881
"DEK" 0.236287913487836 7.48576307716608 1.78157466461471 0.091710847443147 0.171430674681819 -5.77356032380833
"ZBTB17" 0.236235648471994 4.87240553059719 2.2717549746119 0.0356118662575656 0.0837555421005871 -4.82896854401987
"PPP1R13B" 0.236235526465107 4.43530778356063 1.87094657880992 0.0777123818806264 0.150819844786861 -5.51157713099587
"DENND6A" -0.236229465420959 4.97442226587535 -1.8300692383008 0.0838631403148846 0.159944861798031 -5.66202272723503
"CYB5B" 0.236190757904925 6.19610831255303 2.10399525993609 0.0497105397073132 0.107813382355459 -5.17839728788237
"GLI3" -0.236184216528331 6.99224989637393 -0.987452794049804 0.336518751238683 0.45900028496234 -6.80452453469759
"TCTN3" 0.236147661257216 5.99905179089528 1.90652646838583 0.0726866054325634 0.143658904133227 -5.53986309917402
"KCTD11" -0.23612455515212 5.49922522020786 -0.729816669103959 0.474900484812833 0.592619230418213 -6.98189409456976
"INSYN1" -0.235926807163426 3.23976888589033 -1.34042472670057 0.196793753374648 0.307298568949633 -6.17028203666297
"ITGB3BP" 0.23584918649127 3.84947707998092 1.4597656681059 0.161600094952711 0.264493905410883 -5.99947272639477
"WDR55" 0.235757832507842 6.2120661201874 2.17867696476033 0.0429001244640408 0.0962440296023403 -5.08646826123782
"ADPGK" 0.235728651846293 6.03257539664422 2.60765680621716 0.0178173791259577 0.0497054621998314 -4.26419990037096
"UBN2" -0.235726284509097 5.49190187706253 -2.14158136258898 0.0461685237112891 0.101772540937026 -5.16873253566684
"INF2" 0.235726263900943 6.38956187983299 2.06029612309111 0.0541380800060647 0.114765565982889 -5.30893203536005
"USP4" 0.235718265722758 5.57153030434645 2.45442736921384 0.024526400955928 0.0630770154172181 -4.54543361737024
"ATXN7" 0.235702920952782 6.70854264241172 1.45178608724361 0.163781109583958 0.267180504313813 -6.26910149863944
"IKBIP" 0.235622868188982 5.08670052098082 1.74803731887679 0.0975057807513561 0.179947141369689 -5.74289407366801
"AGFG2" 0.235596791789697 4.69761555525028 1.7376336015647 0.0993668327449587 0.182639155715131 -5.714917868781
"H1-1" -0.235574604535768 7.09740382919759 -1.32560884304017 0.201560417041674 0.312124972743709 -6.4100775900371
"CFAP44" 0.23550921688793 3.32207688475632 1.25397346658618 0.225904847292196 0.340765356743448 -6.26719093415692
"NOP16" 0.235416505427629 5.54528994284215 1.59157828060534 0.128901147353156 0.222630826368106 -5.94869718903561
"DNAJC3" -0.235384477569302 5.69825944038423 -1.70175364923684 0.106022679729183 0.191734905871468 -5.90088398329397
"SEC61A2" 0.235338455868442 3.75471376037649 2.02505116944011 0.0579657584978956 0.121158667128947 -5.11111570466208
"PPFIA1" -0.235064043981275 7.61762428292945 -1.74356766675116 0.0983015944504338 0.181109008953666 -5.80566329129153
"SETX" -0.235039125279407 8.39081352926537 -1.79945754628387 0.0887452732656029 0.167086575970775 -5.68800682911391
"LRBA" -0.235034429696084 7.35121607148786 -1.6641785871595 0.113400493139018 0.201662581171476 -5.93875078092134
"KANK1" -0.234901296235111 4.41293057438375 -1.84719827193262 0.0812354724329959 0.155916003644302 -5.59457286191018
"SPAG7" 0.234888930789527 3.95986290692694 1.70323327000582 0.105740799868513 0.19139303571044 -5.63107504416256
"EMD" 0.234659349521601 5.42586519002802 1.74557241520475 0.097943959219678 0.18060282527745 -5.64785874093104
"SNAPC2" -0.234653568587288 4.62106357350861 -1.57411090446733 0.132886690158515 0.22791111746526 -5.89829593203305
"LAMTOR5" 0.234619101532835 4.47507779739324 1.31324349259757 0.205608218552675 0.317086060718126 -6.19656670985013
"RTN4IP1" -0.2345791326708 3.23259832236606 -1.87250600493498 0.0774858301362218 0.150624413137691 -5.39106360909742
"IL6R" 0.234529245663061 3.6536468652617 1.0071820065818 0.327205393459753 0.449675231026939 -6.61407816040093
"API5" 0.234481249803332 7.31209613343559 1.64522761840553 0.117285129247047 0.2067817119303 -5.99149562215387
"HMCN1" -0.234327197102342 4.79760078721112 -0.62848209034208 0.537587882775719 0.64963753687839 -7.10471229532125
"G3BP1" -0.234162513083154 9.06400747391542 -2.18032123159798 0.0427602800511184 0.0960079329919382 -5.05925006481991
"CCDC50" -0.23394757055021 6.76258260482104 -1.85617120395286 0.079888119360543 0.153899411549736 -5.66383972706664
"SLC48A1" -0.233879328674942 4.97366357357578 -0.987649043601935 0.336425206948123 0.458930153329933 -6.69322578800181
"CARHSP1" 0.233763197188439 5.88842536726899 1.8153193997439 0.0861853318449856 0.163145613400395 -5.64973452176229
"CAMK1D" -0.233724281973347 4.98981979972483 -2.01180935366264 0.0594657757528392 0.123535499819113 -5.36623905613714
"IWS1" -0.233658975858264 6.88320673915337 -2.04864688371507 0.0553771666796197 0.116778717345679 -5.3322673808376
"ZNF75A" 0.233584313198532 5.2587833805518 1.93051464741738 0.0694630465126432 0.139077874715386 -5.51201065309646
"CRY1" -0.233575388390497 5.60655535235895 -1.63736425623088 0.118929950965881 0.209106340513608 -5.98028275317213
"ACTMAP" 0.233514897120766 3.84271425985401 0.854406129631196 0.404116643960105 0.525728053415498 -6.66746012894845
"TCF20" 0.233495461306613 4.53209334538829 1.37776965810197 0.185176127910829 0.293975536848024 -6.30472634530717
"MAPK8IP1" 0.233482664387384 6.20632920385246 1.94670177443838 0.0673603396753404 0.136012123602658 -5.49311567503959
"ZNF619" -0.233460438292804 4.28242779875715 -1.93503774741026 0.0688696866060994 0.138301120999679 -5.42621498139513
"SEC62" -0.23344829537989 6.18961362741669 -1.80808201382865 0.0873452419165447 0.165025852486791 -5.73448480017926
"CELSR3" -0.233433299155391 5.36388055809156 -1.10008407302231 0.285801267768878 0.40662387502601 -6.69051986526811
"RBM39" -0.233312518215214 7.63264017331962 -2.46708967393847 0.0238924146951198 0.0618104881711316 -4.55934842242767
"ADNP2" -0.23323037894702 8.33587835925236 -2.52405868250679 0.0212260932547212 0.0568010464055348 -4.40644962985844
"TOR3A" -0.233229932579147 5.28163368302316 -2.21466235411651 0.039933497322771 0.0913172795621889 -4.94318957151436
"RBBP4" 0.233160286246257 7.1310753507668 2.34916182283552 0.0304415168480155 0.0741591824470337 -4.79165154026754
"PC" -0.233119740073734 4.90313004587829 -1.10403392038009 0.284129837181445 0.404721554165097 -6.57645709203136
"FNBP1L" -0.23310425905464 6.75335044324661 -1.66424121438286 0.113387839967159 0.201662581171476 -5.95961674530924
"CREM" -0.233077465199352 4.16554802232898 -1.29816864476623 0.210629341458971 0.322788047662578 -6.2163765058003
"RNF123" -0.233059998305546 5.69514336092343 -1.82359239115787 0.084875997375199 0.161283641270786 -5.66339213649061
"B4GALT7" -0.232899736279858 3.81482326564315 -1.33400250622238 0.198848850173181 0.309457772925461 -6.15276621511557
"AP2M1" 0.232864864876894 8.61147406218628 2.48893005148077 0.0228349596845766 0.0598278140461226 -4.51006633275236
"ARL6IP1" -0.232864523675218 7.94718029326753 -2.29839258444254 0.0337471569168339 0.0804995680867064 -4.8686046457785
"DPH5" 0.232700015507857 4.79202120097712 1.55469492809003 0.137437772209929 0.23387177295454 -5.90622856419683
"CCT2" 0.232681873716736 8.0568764586207 1.36732301675342 0.188369219599188 0.297577476553589 -6.37858655326493
"PSMD9" 0.232633713884107 4.85524408367339 1.83377582150543 0.083288287190259 0.159063362742557 -5.49980299605434
"SEZ6L2" 0.232609243724352 5.44207934452668 1.08772437003472 0.291077984154631 0.412354168970162 -6.66152627424004
"FNBP4" 0.232600204416118 6.65153591866848 1.8623148647558 0.0789769978044446 0.152494756129319 -5.65373820487382
"RALGAPA1" 0.232425020535348 5.33682195594083 1.37678667812113 0.185474720232757 0.294285115382414 -6.35576297609775
"ADH5" -0.232355701712773 6.66069729812556 -2.13316682984092 0.046940872634356 0.1030697723597 -5.17464258111583
"PGBD1" -0.232256422355556 4.89783120857823 -2.97678606762306 0.00808772173327163 0.0275680977979541 -3.48513582874865
"CEP63" 0.232234570678392 3.24702492609588 2.4827377344475 0.023130214216471 0.0604995326948945 -4.26547654227629
"UBE2R2" -0.232220078669297 7.23009014254881 -2.31438597098251 0.0326714802734215 0.0785528815048893 -4.8481660589074
"GOLGB1" 0.232216421781827 8.10473479556778 1.32326887412969 0.202321534813285 0.313057145642184 -6.38066202968435
"NBAS" -0.232201531158548 6.9197806442471 -2.17856261966556 0.0429098650518348 0.0962446098156656 -5.10173706687149
"ARFGEF3" -0.232199532890522 6.3309932101034 -1.69450906763196 0.107412177589286 0.193447490465358 -5.917348082139
"TOR1A" 0.23213307860757 5.03954299783892 1.57410144498365 0.132888876274953 0.22791111746526 -5.96506561469574
"ELP5" 0.232105558140709 4.99603397165763 1.61200006567702 0.124369707644842 0.216435079086726 -5.87589897495591
"PSMA2" 0.232040531917589 1.28563690120637 1.93713796746156 0.0685957089985861 0.137925738986821 -5.56686453708312
"MAGED1" 0.231961658923461 7.78722092309176 1.17942582952585 0.253594257553736 0.370826287488644 -6.60931159889004
"KIF5C" -0.23194117830265 5.18689034715138 -1.70873020199366 0.104699229972226 0.19022571903226 -5.89015344562815
"ERCC6L" -0.231920861072594 6.63450178376007 -2.24873104855516 0.0372999107432809 0.0869187652700111 -4.97426890975756
"ZNF888" -0.231743757065979 4.97468236398349 -2.11001801540138 0.0491268191299735 0.106872520843774 -5.18541446798963
"POP5" -0.231681771955194 4.00439358778169 -1.66629605740667 0.112973349170236 0.201034247935405 -5.71372004187436
"KLHL23" -0.231664635182722 5.70009333513231 -1.99878943096009 0.0609746147577402 0.125993446403319 -5.40993761445375
"CENPX" -0.231518507773765 5.00223376990727 -1.40575419887111 0.176836273729123 0.283761138018127 -6.06565496446266
"ABL1" -0.231493705288674 8.02422401299803 -1.83037999275642 0.0838148120330471 0.159880679791283 -5.66993167375646
"CAT" 0.231305530636964 4.88232471006842 0.940212124319601 0.359565078020453 0.482045527929463 -6.71578703864782
"SCYL2" 0.231217602945438 6.24801331547123 1.73855831097676 0.0992001816248284 0.182454116969503 -5.85082502725472
"SH2B3" -0.231165308991535 6.58011001716952 -0.941394222587566 0.358975543183325 0.481432914863861 -6.86473099671899
"IKZF5" -0.231120354158305 3.89504912212929 -1.72731786596311 0.101242416547227 0.185460717313854 -5.62246115354189
"LONP2" -0.23100379700294 7.26543839203353 -3.14862984039507 0.0055587569442608 0.0207458369821093 -3.16318820459607
"SAC3D1" -0.2309101088506 4.60025472672355 -1.34748066256925 0.194555360088638 0.304962027741815 -6.20204811291044
"PER3" 0.230908970125524 6.01808578665451 2.30612924436314 0.0332227710105647 0.0795273274860671 -4.86835460152524
"PMM1" -0.230861877690529 3.58593382722328 -1.42413933205726 0.171524305699533 0.27682752389492 -6.11778659096046
"DTX4" -0.230856073133221 4.72235128057792 -1.1091628601714 0.281970186667196 0.402698376186738 -6.62535681477448
"CDC42SE2" -0.230749870448081 5.83172957529775 -2.38407830823681 0.0283457850669638 0.0701656401998417 -4.70507687793944
"TTC7B" 0.230652020315267 4.91002358977405 2.8850578558939 0.00986353361491918 0.031894726981576 -3.64661522023857
"CTSL" -0.230605885918195 6.3238917913948 -1.501050207007 0.150693288129447 0.251094016653747 -6.19794645144745
"NR1D1" 0.230558062693583 5.72244339044723 0.764493518198607 0.454486678595098 0.573318420173113 -6.97523393575235
"MBTPS1" 0.23042654316844 7.59290732124201 1.42940872547397 0.170025943325313 0.274857193439079 -6.28782203501328
"TEX10" 0.230416856119273 6.20422338307355 1.99613568788211 0.061286336403767 0.126473451180648 -5.4096668146488
"TIGD1" 0.23038273008837 3.96449836574723 2.20686075859638 0.0405601780502882 0.0923818899602424 -4.80397195758178
"MESD" 0.230375356491151 6.53293080561603 2.25577980283762 0.0367754290807591 0.0859971982554869 -4.96574504726164
"SCRN2" -0.230241129334934 4.67194326457876 -0.984678212869154 0.337843225538708 0.460345728457621 -6.58691184168292
"CD274" -0.230220823051158 2.94214406971243 -1.20479849199333 0.243894603588499 0.360416143718544 -6.30750414842145
"ATP6V1F" 0.230179530583974 4.16774977475933 1.72593570158573 0.101496027994355 0.18586278853093 -5.60161884074001
"NFIB" -0.230087048086608 6.47463292987394 -1.98541669093153 0.062560053013313 0.12834825188833 -5.44075252224379
"ABCF2-H2BK1" 0.230065225411591 0.710704940316228 2.56907109525327 0.0193206831330132 0.052884302022876 -4.44110685006566
"ARFGAP2" 0.230064134946462 6.16337950851017 1.87088100542645 0.0777219211156085 0.150819844786861 -5.61064471331998
"SMARCC2" 0.229924962853057 7.51740773344904 1.81933835797982 0.0855470721800652 0.162239906574154 -5.71176955131848
"PRRX1" -0.22989438176386 3.17016234367911 -0.636673160862306 0.532357554763299 0.645321375496982 -6.83022293869979
"EPB41L4A" -0.229675267235017 2.63576513106074 -1.07341764405486 0.297274278427534 0.419549940301795 -6.47590153330649
"HPSE" -0.229638675585582 3.55579463506595 -0.903283652849694 0.37831402940897 0.500995160214398 -6.63821200403315
"CDC14A" -0.229581826430596 4.60889349822655 -1.94533175715789 0.0675360798757209 0.136298268648778 -5.42191629579811
"RPTOR" 0.229365118905671 7.29097077723332 0.979966567699549 0.340100691750171 0.462265369423127 -6.82110000544852
"ZSCAN12" -0.229312149747519 5.11140498359217 -3.12483024928242 0.00585631378346068 0.021568182000345 -3.19470716075085
"ST6GALNAC4" 0.229311518421982 4.5717851893992 1.72046084161737 0.102506000199509 0.187177399626794 -5.6798308670288
"LIG4" -0.229270054122363 4.30235921214639 -1.8398731872401 0.0823501775313193 0.157694293202003 -5.58229956174401
"XRN1" -0.229163260647818 6.4149658019796 -2.06268126495195 0.0538874958154639 0.114345613442475 -5.31225217030032
"SGTB" 0.229142135088195 5.24314884607133 1.80559725774096 0.0877466035409437 0.165640530059789 -5.65956872575326
"SHOC1" -0.229055961869872 4.87754039801104 -0.909166189069481 0.375284347128432 0.497426411682339 -6.79061555146156
"PPWD1" -0.229055814753632 5.23013533982506 -2.42773468452312 0.0259149683689954 0.0657623259752704 -4.53908778811072
"RCOR1" -0.228850793912882 6.44240048358386 -1.46290604568418 0.160748300654714 0.263416363918841 -6.25191600946796
"PRPF4" 0.228819795862046 5.8630101447895 1.96736586191282 0.064758712245279 0.131989038578123 -5.44705304849578
"GOLGA5" 0.228744002360586 4.9157109089861 1.68565856426623 0.10913089062669 0.195957132435662 -5.84912590679315
"TADA3" -0.228734748594587 6.30013274895286 -1.09531156968976 0.287830420599843 0.408923396193882 -6.69767993359392
"ORAI2" -0.228724706536362 7.44588602992284 -1.85705378668703 0.0797566626060387 0.153782138483219 -5.64901487940012
"TBC1D23" -0.228722773080626 6.75735820346773 -2.05713806518565 0.0544714892322896 0.115270474688532 -5.32329172844937
"PDPN" 0.228679956266228 4.51601289445582 1.15633905515931 0.262670734052123 0.381131704982786 -6.4484949952636
"PTPN2" 0.22867868320459 5.92566556719939 1.73800388882215 0.0993000705182929 0.182578053709077 -5.82562158760419
"HMOX1" 0.228677399205712 5.54950139619914 1.44009588774133 0.167019714842777 0.270962438346569 -6.17735293372242
"ZNF292" -0.228448006706079 6.71139521568347 -1.65244726690849 0.115792050774278 0.204812242431399 -5.97140487290122
"DOCK6" 0.228319436811378 5.64066309678556 1.54618826573705 0.139472425778837 0.23637408314167 -6.12128312746866
"CRELD2" -0.228279765566087 5.6813830550666 -1.50066816057189 0.150791361305117 0.251219007502362 -6.13059195019348
"GEMIN7-AS1" 0.228215095919724 1.08863298443328 2.17377455508913 0.0433195643234079 0.0970037684972674 -5.17604133675544
"CSDE1" 0.228146190432311 10.0921720387334 2.00439990349788 0.0603202653932826 0.124929462204262 -5.33611246950234
"ZNF470" -0.228127477918628 3.90701387489522 -2.00582994527968 0.0601544921610663 0.124680943227294 -5.2650232328677
"CARS1" 0.227933095615337 6.07079457968326 1.23570083667257 0.23246605180492 0.347868841808077 -6.52233631986149
"AURKAIP1" -0.227928997749897 5.81326740258413 -1.84759198263977 0.0811759367696496 0.155829190338073 -5.53134076584545
"DCTN1" 0.227902199403683 8.1280398614884 2.00956531776037 0.0597234110816749 0.123928921966432 -5.37973251981747
"SLC39A9" 0.227891351002415 7.08784663390852 2.13770870763826 0.0465225328888461 0.102374678739891 -5.18064377874222
"LATS2" -0.227769375885732 7.39662610553304 -2.09267694119289 0.050824590421874 0.109618508821203 -5.23760558219499
"RETSAT" 0.227717803204772 4.4553184815304 1.79077789251209 0.0901740238121046 0.169342495329955 -5.58238929867418
"BAIAP2L1" -0.227677239771132 6.32355725416007 -2.35647037464499 0.0299912481619766 0.073388287842896 -4.77618422559182
"SRSF10" -0.227632700686638 6.9442718054059 -2.1645430380538 0.0441196048323405 0.0982499948985114 -5.13243610622826
"EFNA3" -0.227610816746003 2.18769915371052 -0.946670789409291 0.356352063076607 0.478739594913869 -6.69929510536245
"LGALS3" 0.227585715512161 3.62761837853951 1.89308210661272 0.0745507656783546 0.146228993878166 -5.37394172283323
"SRD5A3" 0.227575570838197 2.57996345332217 0.886888154557606 0.386844194072838 0.509793948450896 -6.75585727826395
"C2CD5" -0.227559489499214 5.55117909042897 -1.96179071622299 0.0654516287466469 0.133097346635693 -5.45605718426386
"SAMD14" 0.22755554249106 2.96560684590495 1.20271455970569 0.244680463950661 0.361283406652006 -6.32538759364688
"FLAD1" 0.227549860983227 4.90514274469296 1.80364245809429 0.0880634944830882 0.166066073896272 -5.5589749257355
"ADGRA3" -0.227485918537728 6.88179982199122 -2.48479573959612 0.0230316905098497 0.0602707750214515 -4.5223480307226
"ZNF646" 0.22735959083176 6.35543834124122 1.42526475561679 0.171203391827043 0.276432451543471 -6.30666954465622
"LPP-AS2" 0.22716196054697 3.02796458774293 1.33448580298844 0.198693606259627 0.309351815821589 -6.1498363035511
"GLB1" -0.227152927199323 5.3188617572251 -1.04059951010612 0.311847801746572 0.434153413103633 -6.67501018219633
"DDX5" 0.227121127589079 9.10929476096071 2.25203149012638 0.0370534788212092 0.0865110583536761 -4.94141996620704
"AFG2A" -0.227089059493799 6.84874213730071 -1.42446315349394 0.171431918188163 0.276719412763646 -6.30410229259431
"ETFDH" 0.227073532149938 3.73965646362443 1.8553897342939 0.0800046751333488 0.154061045691939 -5.42489707668283
"HSDL2" 0.227055270533315 5.03380653909331 1.30733093000488 0.207566217719845 0.319201916408807 -6.32259504490734
"TYRO3" 0.226996827287417 6.36276008182554 1.83067890160241 0.0837683490453798 0.159820034063112 -5.68420439970797
"MIR5047" -0.226930267924315 2.54128476007953 -0.754279926726092 0.460442965622786 0.578554286908261 -6.97384634208
"ARHGEF25" -0.226879815259564 3.47826805169427 -1.0395364133521 0.31232830150804 0.434547192417445 -6.49205211995001
"CGNL1" 0.226750473962131 4.55283112346951 1.59464133995132 0.128212727587083 0.22182056801859 -6.0264221770508
"PPIG" -0.226702968253322 6.00487919272248 -2.00560543931204 0.0601804901995399 0.124689231983152 -5.39990063741518
"NRBP2" 0.226631282796005 4.19230093417084 1.36111561660557 0.190287333564733 0.299781664765612 -6.19658730781624
"CYC1" -0.226622059435788 7.36574357895811 -1.26154771036818 0.223227536397807 0.337661869136033 -6.51554586284888
"ARFGEF1" -0.226467015665282 7.56466629152215 -2.27966503328438 0.0350484185635788 0.0827014833453743 -4.88825442827631
"BCAN-AS2" 0.226415237801728 2.90829669568482 0.9837638638985 0.338280494285736 0.460683908312858 -6.54575993880398
"COMT" -0.226406861041164 5.51560487575731 -1.99435591661005 0.0614961979699633 0.126810444952637 -5.32450116127837
"BBLN" -0.226393493335171 4.32165618852519 -0.725022967551819 0.477764914914033 0.595073832933727 -6.78921523299642
"TMEM242" 0.226384787976655 3.75117387298445 2.06444615793947 0.0537027515494067 0.11402022517623 -5.03660412951376
"MATN2" -0.226302782831235 2.72297828978702 -1.05157344447985 0.306918682128895 0.429599399089321 -6.48792092635787
"PDXDC1" 0.226125665060049 5.66385182594775 1.17431998478585 0.255580939337426 0.372730756779373 -6.59410138330006
"PTK2" -0.226056811872377 8.60684876203211 -2.14820669340204 0.0455685839951662 0.10079671134426 -5.12115366310942
"TRIM32" -0.226050346724702 5.32404780809184 -2.04619651730207 0.0556410435309208 0.117221722727877 -5.29956541265362
"TRIP10" 0.226046238967099 6.52577883629575 1.71140124612252 0.104196312398847 0.18940674574888 -5.88946473145307
"EML3" -0.226043844542843 5.80754990620167 -1.44256528863471 0.166331285349249 0.270305098285594 -6.24897019323123
"WBP4" 0.225985199826439 4.40348542330505 1.94721843018759 0.067294171226729 0.135935972806228 -5.38298614531594
"ZNF141" 0.225977795880341 2.2924492568095 1.41529747727167 0.174062577926302 0.280052831772137 -6.04414928215432
"TAF6" 0.225953559398405 6.32678914919147 2.09997576437447 0.050103607549788 0.108449970325331 -5.2254826228011
"CTNND1" -0.225940741083432 4.40188224952427 -2.16931281853919 0.0437045628456332 0.0976216098689469 -4.99685576901576
"PCDHGC4" 0.225917583695274 0.902530111373689 1.64568832924722 0.117189363340359 0.206713232550173 -5.99728460928961
