"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"USB1" 0.606792492407241 6.06636415212162 4.15968222922622 0.000589480462461657 0.00382705611326418 -0.884173099719266
"ITGA2" -0.606778361752681 5.31471802668803 -2.13401153775752 0.0468628101109006 0.102969635608744 -5.18038905156593
"SMCR8" 0.606466114511287 7.12727099529642 5.02008253823709 8.9084202755003e-05 0.000936759946730697 0.949082335147214
"FAM3C" -0.606410405346121 4.21883263919331 -2.97989516350704 0.00803331426649726 0.0274685893343444 -3.38324485483313
"ATP5IF1" 0.606390138990783 4.02400321913707 2.59381347066443 0.0183434798286941 0.0508151952291464 -4.08540762406512
"TERF2" 0.606088711746718 5.1949534212555 4.9691879056508 9.94554720443256e-05 0.00102310473319252 0.881503734921272
"TNFAIP2" -0.605943793436928 4.41418951966447 -2.07788375570024 0.0523148407341088 0.111870987254799 -5.15993150490264
"YEATS4" -0.605849347594938 4.15176951623403 -2.81771782425603 0.011401108815673 0.0354563743756614 -3.69068717445949
"ERAL1" 0.605708409669603 5.27867127883384 5.2120774263172 5.89380487270093e-05 0.000688179102713868 1.4795877279952
"GPAM" -0.605671828817624 5.15600156384956 -4.96798847722836 9.97142333449171e-05 0.00102383304246892 0.843265243087528
"PSD" -0.605608682554891 3.2335383621191 -4.90880813188967 0.000113373123802981 0.00112178638574903 0.900497280122395
"AP4E1" -0.605467455892138 5.35022699911953 -4.62477877144543 0.000210843457334088 0.00178056482495935 0.0817501220701056
"PLBD2" 0.605430439613311 5.84829195892173 4.31761362431467 0.000415217713396559 0.00296435851878799 -0.538919701960426
"CDC45" 0.605425795757277 6.04755702771776 5.83356910471425 1.59218453296011e-05 0.000254702765081754 2.73007937486695
"EIF5" 0.604861600576192 7.8023942725029 3.10787607182762 0.00607771384598835 0.0222108737464599 -3.25769522854054
"CCDC88A" 0.604683909973597 7.75516771818384 4.90075287399058 0.000115374511833025 0.00113745695195382 0.702336476698548
"ERP44" 0.604467960520656 4.9466507422163 5.53707673510767 2.95585753561467e-05 0.000402011385680228 2.21981909014965
"PYDC2-AS1" 0.604274430156315 3.70360113504354 2.63976967329663 0.0166516060634755 0.0472156679998705 -3.98786966502957
"PATJ" -0.604240553182894 5.65308091039893 -3.34253082470811 0.00362716254416546 0.0149732128670476 -2.75606196597501
"TRAK2" 0.603989893467824 6.05077789739069 6.93005110154459 1.78387615604368e-06 4.72407225669962e-05 4.92975038125642
"NUDCD1" -0.603836028912586 5.8895494374682 -4.73628267455188 0.00016513161270871 0.00147575372341976 0.340908330307037
"ZSCAN18" -0.603826886417398 3.71279206350349 -2.25226833701955 0.0370358522462601 0.0864972828131078 -4.73744412505504
"NAT8L" -0.603742038421551 4.8658157499067 -2.84034185633475 0.0108604317935958 0.0341847858883075 -3.73205676114969
"NPHP3-ACAD11" -0.603678608493218 0.703394228706888 -7.53181806463666 5.74862840773e-07 2.00024988803058e-05 6.04196625021967
"PYGO1" -0.603654894303 4.95797582905892 -5.58579324464077 2.66818241759753e-05 0.000372656144324456 2.18536812837583
"NRIP1" -0.603580589572015 7.08630728946064 -3.47107778695046 0.0027286332190699 0.0120689120132146 -2.45401437661279
"BABAM2" 0.603579505602429 6.34600436582018 3.78959802501722 0.00134361738066286 0.00717571269467143 -1.7356552887206
"LRRC59" 0.603520715790506 8.15540384509039 4.15330405221894 0.000597895149713707 0.00386326794838738 -0.966084068927755
"MBOAT1" -0.603478695718586 3.12647840818073 -3.68876209460615 0.00168191138155792 0.00849066297010314 -1.7596108730651
"SLC39A14" -0.603428042537011 8.45941347806861 -5.55779032283298 2.82983603933152e-05 0.000388264909477047 2.13004120409173
"WRNIP1" -0.603383297135919 5.66557005359875 -6.98890933967304 1.59338973813766e-06 4.41689257182485e-05 5.04336311159085
"SSR3" 0.603348363343389 7.63289193953136 3.49903057111071 0.00256452948941559 0.0115695201262636 -2.41726750526199
"MMADHC" -0.603324252100732 6.68690620791269 -3.59855190869953 0.00205578098816539 0.00978832084137841 -2.16035702315593
"HERC4" -0.603252699337803 6.27225504010725 -6.05680308879186 1.0065949017089e-05 0.000177053961169123 3.15352397744651
"ZNF579" -0.603076801126678 4.61031858140328 -3.19671116706527 0.00500201515844497 0.019153586339578 -2.93638130351473
"AP1B1" 0.60293435804032 7.08737073081058 6.0188330761846 1.08775165195146e-05 0.000188393743980273 3.07363399868948
"CHRD" -0.602838141674568 3.21897729915815 -2.864885163978 0.0103018246354818 0.0329018110756197 -3.51373697728846
"GPATCH2L" -0.602703301395655 6.16436254894965 -5.0339530544747 8.64539943491389e-05 0.000914315123612768 0.970246658059269
"EIF3D" 0.602468370674894 7.65299631283056 6.58738806903635 3.47487458201413e-06 7.87012135061579e-05 4.23675222143136
"HYPK" 0.602445100877265 4.49355680203139 2.76277228741546 0.012824083236329 0.0386634756380142 -3.73395526772825
"SBDS" 0.60226751408358 6.23576236033888 3.78061910014939 0.00137076220919095 0.00727024513482287 -1.77762071363214
"MRPL34" -0.602174897529089 3.44927157730793 -3.21510515741397 0.00480379234424871 0.0186142728332532 -2.81375153402734
"ZNF766" -0.602065405068432 4.88695620965993 -2.95028673980598 0.00856617267222013 0.028758053957216 -3.55393801416827
"SEPTIN9" 0.601771587813246 8.39497075758754 4.64895388718729 0.000199946752377367 0.00170706890313404 0.140235586072873
"VPS11" 0.601642508589415 4.52685609620698 5.27185664244188 5.1865810634976e-05 0.000625028917098925 1.64856411709214
"AXL" 0.601633249083648 9.05288492420465 5.5976612510206 2.60256287435886e-05 0.000366309043323842 2.21540945581801
"CENPT" 0.601589522754372 4.8347318615921 3.26472835741349 0.00430664843827089 0.0170730087651103 -2.74390967784688
"LDAF1" -0.601501705328495 3.51359769449039 -2.49478500667692 0.0225590579526293 0.0593762689866981 -4.27221860739177
"TATDN3" -0.601488124497574 3.42716965141548 -3.35189063761488 0.0035528914826513 0.0147112123952882 -2.48774094213119
"INTS13" 0.601425177210407 6.60348313492493 5.78122011875415 1.77455990485107e-05 0.000274603062548971 2.58292710628455
"PARL" -0.601393247767995 3.85788247899173 -4.93691273328476 0.000106663363532246 0.00108293633021462 0.982640181936405
"SLC33A1" -0.60129571622737 3.43711850231042 -4.74212443079102 0.0001630354116874 0.00146061494648235 0.555785083275603
"IER5L" -0.601237129668639 3.74485022334933 -2.37344726743625 0.0289691714276823 0.0712714890544649 -4.50921556299076
"ZXDB" -0.601206837457067 5.74023688430542 -3.56113970031229 0.00223407310124199 0.0104046974792265 -2.27902971845475
"SPEN" 0.600810351575419 8.54199940618735 2.18533945278541 0.0423360616392731 0.0953305199458952 -5.00995752660804
"PPP2R5D" 0.60072582362108 6.34782925903926 5.52283865343262 3.04581193920234e-05 0.000411165740590709 2.03493354191795
"PRICKLE3" 0.600675698051576 4.63112592353524 3.44506825458815 0.00289063847376205 0.0126113798691084 -2.37245458291818
"MMP24OS" 0.600572103118328 3.39839445729432 4.11324280051951 0.000653584752177391 0.0041396234245468 -0.821936419718027
"TMEM9B" -0.600479818273574 4.75350394959249 -3.96715546396464 0.00090468814084078 0.00534762485421566 -1.25064282435589
"LOXL1" -0.600222034195879 3.90617815130012 -1.94787981974866 0.0672095512779907 0.135840603269468 -5.28332433713645
"MAP7D3" 0.60021524743353 5.46850486512548 5.73861516826614 1.93879267372384e-05 0.000292537498442486 2.50931864132314
"THUMPD3-AS1" -0.599626189251971 5.13953018196638 -3.60234879177779 0.00203849592592745 0.00972727753703622 -1.97003883043432
"BRWD1" -0.599495767666237 5.95806708537334 -5.29068483807827 4.98231617889983e-05 0.000608504245057859 1.52784627729665
"ZNF564" -0.59949076154921 0.859208097520435 -5.44792279482628 3.56761924100232e-05 0.00046939183588743 1.88883121880628
"DDX52" 0.599286762479959 4.43660555584577 2.29369597678206 0.0340692221517712 0.0811434425276333 -4.69462125095176
"STAU1" 0.599137650934738 8.15451297186858 5.85779803207111 1.51441853571294e-05 0.000246239933254578 2.75151216209552
"CLK3" 0.598781115359817 5.33040406376774 4.20687203831498 0.000530818921360962 0.00354551890208848 -0.765938901813764
"PLCL2" -0.598696537415943 4.15027435450124 -5.29833215518142 4.90172157270717e-05 0.000600667658189786 1.62864968682814
"STK36" 0.598666919445546 4.55707042283872 3.59685703622944 0.00206354370189656 0.00981241601416899 -2.04800783320951
"CLASRP" 0.597841343830911 4.97535051989155 4.44854996275369 0.000310815592178166 0.00240561011415329 -0.184430109859941
"AKIRIN1" -0.597841093944334 6.97083139014948 -6.8016557660219 2.28590030203006e-06 5.68552463249212e-05 4.66342765417823
"IREB2" -0.597774323928166 6.88434087757671 -5.66248508889003 2.27228887722847e-05 0.000327331130814162 2.33032687559826
"SNHG33" -0.597193252529546 2.99509640768838 -4.02467076773171 0.000795947644079918 0.00483336322999255 -1.09850984107244
"MECOM" -0.596983565873654 5.77062131347849 -2.81491782531353 0.0114697981477914 0.0356228154492081 -3.87103402863489
"MARCHF9" -0.596924195873553 3.99603099267575 -1.87782145780927 0.076717985027231 0.149457390716497 -5.48140255765684
"PGD" 0.596913165739925 7.46722185707976 4.64617250832613 0.000201170742510222 0.00171483103983284 0.118773380700458
"NIPSNAP3A" -0.596860228129628 3.40208465856499 -3.50808887490983 0.00251347627723915 0.011428134626145 -2.18664653607394
"DCUN1D4" -0.596661974779527 6.15677989909315 -4.49645208171802 0.000279640375452828 0.0022252755662404 -0.210653476170831
"C2orf27A" -0.596539884686999 4.67470954986122 -4.36247026761896 0.000375959904885286 0.00276736973231102 -0.400191677193101
"RPL22L1" -0.596501217547382 4.75997095266668 -2.59444813855717 0.0183190409569296 0.0507797849390261 -4.05856009617038
"ERCC5" -0.596351936051955 1.61069243484171 -5.098717097065 7.51836417518723e-05 0.000823166425371756 1.19527908534109
"PCDH18" -0.596297834930672 2.88477577696511 -1.78394996458835 0.0913120316594955 0.170919806339956 -5.52690523769468
"DGKG" 0.596167698921903 3.16398535455042 2.47460395141165 0.023523500796564 0.0611903098562007 -4.29169047369714
"THSD7B" -0.596078857836535 4.32771813434837 -3.98811047726853 0.000863442761620724 0.00516548349538505 -1.24986716702053
"MAT2B" -0.596001371178404 5.41133192779296 -3.56342530492134 0.00222275367874132 0.0103747551740394 -2.21805809583678
"DCAF10" -0.595563121798916 5.55556917320899 -3.68776216601298 0.00168565956234569 0.00850386987251838 -1.97182704299213
"SIRPA" 0.595549940461933 6.64219771130081 3.515383186355 0.00247309773137032 0.0112727726717775 -2.38162378164141
"MRPL30" 0.595185561664383 5.39832614214463 4.77970660090045 0.000150181841737792 0.00137424586262795 0.533666151279548
"YIPF6" -0.595122675029106 5.81125690346671 -4.83657042161814 0.000132664565942309 0.00125578334862149 0.574918580423986
"BARD1" -0.594926464320826 6.41983810283155 -4.70061443996078 0.000178538903519409 0.0015710846647338 0.239226018780243
"MANEA" -0.594802249907554 3.92323471558063 -2.655765234218 0.0160983629461902 0.0460547302106208 -4.01284320849091
"SYNE3" -0.594396046356643 4.12812984265478 -3.97746944196274 0.000884146024631246 0.00524898462797427 -1.29959034705682
"KLK6" -0.59437336559696 1.99661054221762 -1.86651746472324 0.0783590320966816 0.151677913230499 -5.57045895062083
"BCL11A" -0.594320490366585 5.74733171089207 -4.33409464564239 0.000400333883656979 0.00290168817602071 -0.572669008302919
"MDM2" -0.594122093713926 7.93196035020216 -5.81405536645425 1.65779950453317e-05 0.000260471019247688 2.68146220662269
"FOCAD" -0.593800838963128 5.62270715375429 -5.8769231526786 1.45580205276391e-05 0.000238848005464007 2.78910457316803
"LPL" -0.593705590567936 3.1817542315154 -1.4005699538908 0.178357956160303 0.285404167804105 -6.09900909306022
"ZNF776" -0.593683156318443 4.90352644348016 -4.45477257294822 0.000306574718081545 0.00237879271992903 -0.234672730505594
"MRPS28" -0.593678755462458 4.05198744291189 -4.28910762280457 0.000442293406922509 0.00310260423375004 -0.43751667382559
"HPS6" -0.593171282348797 4.97891750848973 -3.74805658853156 0.00147387743068464 0.00767882387846892 -1.80367980745107
"GPRC5C" -0.593142470038317 3.24627501116089 -1.77483158081469 0.0928513010274166 0.173146537725552 -5.53692240763838
"TNPO3" 0.593025486706871 7.17002942359773 4.75831113662613 0.00015736743230964 0.00141332300707438 0.367021249709805
"DMAC2L" -0.592748878269737 3.53670410132178 -3.82448134427737 0.00124315780781603 0.00678191826203789 -1.45863625801283
"SKP2" -0.592710898272014 7.15225217944499 -5.55539179375886 2.84414172863488e-05 0.000389736855242118 2.09636883783117
"TCF7L1" 0.592603454574073 2.88625794125918 4.18690296690307 0.000554888442421802 0.00367251196339193 -0.658595884627375
"WDR4" 0.592574512666691 4.69980725180171 2.42791343140228 0.0259054294619275 0.0657623259752704 -4.47999381303146
"UCK2" -0.59247484661925 6.92620604764236 -6.22038279848711 7.22294093840462e-06 0.000136608886428785 3.49165292821017
"ZNF24" -0.592340477705565 6.48118506668535 -4.09473110829308 0.000681053568745904 0.00426654819173982 -1.10284772648647
"NOXO1" -0.592305272483391 1.21889695312088 -2.91500092378267 0.00924599056052617 0.0304669995240233 -3.64083707568148
"AMOTL1" -0.592173890480707 7.47225048983278 -3.54319634548325 0.00232494647334442 0.0107276437444363 -2.29173019346208
"ZP3" -0.591998651682059 1.84044567567151 -2.89743748185426 0.00960353293869167 0.0313044607586621 -3.63187843080648
"MAP4" 0.591996069410076 9.27031483593674 6.18937092778483 7.68994569313295e-06 0.000143203877574343 3.48475494157669
"JMJD6" 0.591971635588068 5.80252525781852 1.56592124329792 0.134790682257403 0.230266534814512 -6.02570274859221
"PIGY" 0.591786139574101 0.893176130683993 3.8946195210466 0.00106332462733855 0.00603011894337646 -1.58733497375169
"PYURF" 0.591786139574101 0.893176130683993 3.8946195210466 0.00106332462733855 0.00603011894337646 -1.58733497375169
"MAP3K10" -0.591761449413318 4.07952960767556 -2.97879806065497 0.00805247230892817 0.0275223195232449 -3.33847583270062
"BPNT2" -0.591730056147135 7.37424500719743 -5.16208978611298 6.56062758676571e-05 0.000739105242298093 1.25785833471282
"ORC1" 0.591612461742136 6.5728526700599 4.96045604885955 0.000101355038107846 0.00103677162924589 0.812047655915051
"EIF4E" 0.591379861637894 5.36954809648123 2.1598303573492 0.0445332178170542 0.0988679182594229 -5.00527453889211
"EXOSC10" 0.591141312239091 6.85860850947996 5.21001741037106 5.91986497032591e-05 0.000690481894932874 1.35474342837182
"NUP93" 0.591127052233219 7.21211133302653 5.04274316725198 8.48283468948089e-05 0.000900701765177435 0.989455628794371
"MVP" -0.590863540093706 6.64866247974323 -2.720171769852 0.0140430169855091 0.0413360245987939 -4.06325566966601
"ZNF26" -0.590843115022321 4.90572722161476 -4.76309777102129 0.00015573004912604 0.0014009274609241 0.446763435297814
"EXOSC6" -0.59074794576212 6.50900073463424 -3.83012778430674 0.00122761777802509 0.00672719722022403 -1.68883775573162
"CCNE2" -0.590717545452574 4.60565526995675 -3.80361068072341 0.0013023232868144 0.00700617772175607 -1.66940824397686
"NFYC" 0.590490944332554 6.32648729694531 6.02503163620271 1.07405567427925e-05 0.0001863178744522 3.10674841985457
"BMS1P1" 0.590483892221415 3.21609139148037 2.37627361376222 0.0288022021562741 0.0709254588850191 -4.55358850139158
"PNMA2" -0.59015968988107 5.36957943798111 -2.216316251979 0.0398017934721229 0.091073458955116 -4.99972864273496
"SMAD7" -0.5901403055792 6.87702221147207 -2.6794144279807 0.0153123817246054 0.0442357694266379 -4.13691907751408
"TRIM39-RPP21" 0.589867152841377 0.996694525560306 8.84455782978428 5.7382882320096e-08 3.4347753845886e-06 8.39570356478565
"COMMD7" 0.589834935441192 4.61643813285949 4.98044401191323 9.70602498044928e-05 0.00100399727231847 1.03629888792891
"EEF1AKMT2" -0.589755405414865 4.00621665003889 -4.54285628579599 0.000252461098856485 0.00205707644797498 0.0951657571562441
"SH3RF2" 0.589473420579025 6.53061236548815 3.1892121281651 0.00508510778820457 0.0193958667400954 -3.08607379999488
"BRD1" -0.589472266366837 6.55596554434008 -3.38618470428289 0.00329334884973282 0.0139276950190176 -2.6574404160605
"PABPC4-AS1" -0.589303310843624 1.35734771284233 -7.6437606280548 4.68182720789428e-07 1.71153777190605e-05 6.28169501524861
"HSDL1" -0.589144894676886 5.32504502077034 -3.6437314763529 0.00185921688010532 0.00911535044638493 -2.06851133111331
"SRPRA" 0.588771905664638 7.00750190226118 6.94787916931174 1.72380513246032e-06 4.65983451936046e-05 4.95146352136234
"EMG1" 0.588746612988786 5.52935248660905 6.12070328924845 8.83825871181444e-06 0.000159942454407347 3.34440885394885
"AXIN2" -0.588720851042265 4.48341733025439 -2.98253359198036 0.00798742181676673 0.0273804195317359 -3.48184043523799
"TMEM45A" -0.588282847013167 3.99139434519982 -3.06129863318078 0.00672881526849527 0.0240224492314932 -3.11320707105248
"FBXL19-AS1" 0.588133960059662 4.54675640963247 2.23519357762243 0.0383266068330839 0.0886287528846562 -4.78124155109368
"SHF" -0.587807130661943 3.52306016211976 -2.38792950251744 0.0281230648802023 0.0697728692336423 -4.46008669792238
"RPS24" 0.587274000198653 8.4773145514996 6.08113879577243 9.5788765726828e-06 0.000171069313742306 3.20531271551267
"PCNT" 0.586642491894561 7.46374677261945 1.82599004512951 0.0844998050370621 0.160737013457963 -5.68871149273772
"ZNF549" -0.586626953420231 4.56640975823845 -4.13937293876238 0.000616697433253382 0.00396359990434357 -0.955686342762156
"SUPT7L" 0.586519643013443 5.86448427989463 7.26006087841523 9.52854789175286e-07 2.95141554890488e-05 5.59021709585879
"AMIGO2" -0.586337852880328 8.59210988273147 -5.91372565640102 1.34949017105629e-05 0.000225827126320849 2.88537206632673
"SFMBT2" 0.586148910926678 4.97924116162285 1.96070250778169 0.0655876493411755 0.133205043236906 -5.4332323469964
"LTBP1" -0.586002933136268 6.16632587136851 -2.19883671727441 0.0412141451084926 0.0934772369416413 -5.06871567816631
"CRIP2" -0.585840385426869 5.07302870065574 -1.89818582197648 0.0738381650304875 0.145223500603382 -5.40309579310602
"CTH" -0.585820256500742 3.35932861049862 -1.2224318878106 0.237321832365747 0.352808957668184 -6.30129513969769
"SNN" -0.585703824023201 5.4359899673546 -4.34473805547091 0.000391009597269944 0.00285308677338163 -0.522174538383238
"C1RL-AS1" 0.585680305586391 4.02510306689641 4.3075882237079 0.000424543781950392 0.00301301626095607 -0.447297669488973
"TADA1" -0.585138825680207 4.46404336481577 -3.75105328656093 0.00146407302328355 0.00763870283316617 -1.74298041178179
"TAFA5" -0.584548800025248 4.75113584789803 -2.9206009120752 0.00913472087149152 0.0301556512648571 -3.5617146071686
"MT-ATP6" 0.584205739151278 10.9693349947353 1.62738228924549 0.121046143493014 0.212020194127982 -5.91323027972446
"BPTF" 0.584059447190166 8.37640425636198 5.59510819202265 2.61653766137903e-05 0.000367800790749202 2.22800375177571
"ZNF551" -0.58405042032221 5.53810386888361 -4.16529682719238 0.000582171915967164 0.00379317036635544 -0.937519340762544
"FLNC-AS1" -0.583917704252166 1.67114015495131 -1.87144453443008 0.0776399759248777 0.150787636162339 -5.61604892903653
"TMEM183A" 0.583848790597545 5.17602148742392 2.6057473980114 0.0178890828599823 0.0498806420979388 -4.09785525921512
"ISCU" -0.58371513607493 5.15589390239698 -4.2122036648636 0.000524572398394715 0.00350809804058443 -0.706957174810695
"OTUD7B" 0.58363922440521 6.79882425116416 3.39288504019609 0.00324486812303335 0.0137547055767803 -2.64560345576432
"AGTRAP" -0.583562940647821 4.66264143568234 -2.17344416277072 0.0433479666781244 0.0970474206723155 -4.92263169654187
"ZNF700" -0.58348954861204 4.26453426951309 -6.43368988934281 4.7104906343242e-06 9.84953646263491e-05 4.01324663274021
"SLC49A4" -0.583186483992614 4.149746200576 -2.88938884801179 0.00977180916124554 0.0316980320412994 -3.54165728837403
"CTTNBP2" -0.583039805605134 3.2813863632863 -2.30735882738307 0.0331401300310298 0.079405212181691 -4.68614616411813
"NOTCH1" -0.582678190364089 7.27602044082463 -3.1279685394207 0.00581620426660403 0.0214939589810061 -3.20163964509072
"DNAAF9" -0.582613821343683 5.16479563955137 -4.32264552291937 0.000410615103715104 0.00294679903812407 -0.580084234158775
"TAF1A" -0.582571169307557 3.64010921033651 -4.84788585591584 0.000129434915972969 0.00123473202680344 0.780430671804137
"EIF2S2" 0.582504045174161 6.75958154131102 5.2320160304971 5.64755999489683e-05 0.000665129930642228 1.40323809338754
"LINC00958" 0.582321286709938 6.1221896701924 8.53156526682339 9.74330604071302e-08 5.10305653882344e-06 7.89049169543783
"ALDOC" 0.582012148052045 3.38220756244895 2.91480836605901 0.00924983982222098 0.0304669995240233 -3.4491358306242
"WDR73" 0.581957157833784 3.46995798744105 4.81332801422771 0.000139558346777501 0.00130172097575917 0.71882243560509
"ITGB5" -0.581905997454934 8.26437710824038 -2.38179179040093 0.0284787959350145 0.0704308746687964 -4.69944563767596
"HMGN4" -0.581843269345238 5.32080351743699 -3.05568340161743 0.00681175779141795 0.0242586758351445 -3.28644953332458
"PRRC2C" 0.581700605653237 9.56249087300499 3.81456251423563 0.00127093375016639 0.00688148721387306 -1.63478355778603
"EXOC7" 0.581603797830104 7.54051236719731 4.55346927898414 0.000246630940639179 0.00201560200099266 -0.0786085254671711
"ETV3" -0.581527540291981 6.77881406406651 -6.48666408880502 4.24004766847081e-06 9.11066652866292e-05 4.03848613392662
"ELF4" 0.581390835445401 6.17527512092077 3.62416860283433 0.00194192535930493 0.00938568538787397 -2.13589863101591
"POLR2G" -0.581073303405458 4.64009815241808 -2.26638985540187 0.035998788605906 0.084592494191704 -4.69003750478266
"SIX4" -0.580971672685343 6.03191763336697 -3.18740381923373 0.00510534599665417 0.0194467270236191 -3.08911502982411
"TENM2" 0.580968314105068 9.51015631977647 3.7638433759467 0.00142295341710206 0.00748872199319316 -1.75316517077889
"MCF2L" -0.580776836121262 5.12792690710254 -3.59126344851806 0.00208937013663219 0.00990496008201525 -2.18630580730816
"PGPEP1" -0.580731354901621 4.70622309765592 -1.65363994040588 0.115546962726629 0.204511553524598 -5.89042842269108
"EEF1D" 0.580720166050215 6.94290958741852 3.39079906294966 0.00325988538750776 0.0138022508400737 -2.61381600855428
"SMAD5" -0.580521188015303 6.8185522267384 -3.89509807504212 0.00106219164741094 0.00602997175971586 -1.54239450679271
"DESI1" 0.580062195958789 5.76720716528767 5.76231748346495 1.84558314227066e-05 0.000281988537894763 2.6063795884251
"NEU1" 0.580015304174306 3.36815852277233 2.95675493629197 0.00844691853951695 0.0285247149936446 -3.36594255101468
"SGTA" 0.579968407132268 6.33072255381682 6.46864964463583 4.39431890332667e-06 9.31356228265385e-05 4.01153018541196
"RBM12B" -0.579850623712607 5.87149842840119 -3.83066667706312 0.00122614483545245 0.00672250721561096 -1.68871711152487
"LDLRAD2" -0.579729703214387 1.09649533749551 -3.33207025762578 0.0037119783207737 0.0152367339210658 -2.78031058315795
"DDX41" 0.579611807204058 5.42163258448324 6.36567396222558 5.3948110793832e-06 0.000109037239144343 3.8735884261629
"FRRS1" -0.579475167938114 4.3852478245664 -2.25514024828136 0.0368227345013 0.0860830192397344 -4.79637606771549
"LRRC57" -0.579408091747271 4.51434403674404 -4.78161365829428 0.000149557796741109 0.00137369779781394 0.536285193616118
"NDUFB8" -0.579387649260528 3.08925644527347 -2.99496442804967 0.0077746018158506 0.02685368173173 -3.37956083986744
"TAF1B" -0.579197195959444 5.24527627796994 -4.23758874270144 0.000495832666853581 0.00337929436728448 -0.743292361808294
"PRDM5" -0.579089399818486 3.27975806201375 -3.83262058506846 0.00122081906486666 0.00670005183509187 -1.44673448688839
"SPCS2" 0.578893447655258 4.28068383210825 2.38658653238402 0.0282005445225806 0.0698696229313152 -4.45967991377237
"WASL" -0.578796242283184 5.5749551981894 -4.21632376917827 0.000519796097306378 0.00348685879560079 -0.804563950226807
"TMSB4X" -0.578598505347275 7.62234498679809 -2.53970816290931 0.0205443472815647 0.0553848352599271 -4.40904190780818
"RPLP1" -0.578008286667635 7.76806637400651 -2.81575531995006 0.0114492111939002 0.0355958067198485 -3.82976246743785
"AKAP10" -0.577879020113534 6.05429782479173 -6.592926196616 3.43719437204896e-06 7.8172850707936e-05 4.24747358456619
"RNF146" -0.57746353155567 3.32485809881567 -2.99980617003224 0.00769320762890767 0.0266062869553397 -3.23811936379761
"CLDN15" 0.577322046336729 3.34541262312785 3.41118884282138 0.00311599016464478 0.0133749396586447 -2.35900199978907
"CDC14B" -0.576555332385238 5.30259607823898 -7.07340995576436 1.35603381503512e-06 3.90377092556372e-05 5.20779368707181
"EEF1E1" 0.576477780450014 2.88029033256041 4.50677670081014 0.000273347159992667 0.00218637588910434 -0.0130159685522573
"AK6" 0.576026806139689 3.34126197856101 2.88308712554193 0.00990554558697787 0.0319704571152497 -3.53803946573753
"WDR47" -0.575768511500677 5.15986883622968 -6.46933249406696 4.38836657213324e-06 9.31356228265385e-05 4.03299077813369
"RASSF4" -0.575598962212094 3.02728426061268 -1.63253111338384 0.119950626174064 0.210514444914604 -5.74860276586084
"MCC" -0.575357490663256 6.06148658150084 -3.87684528417851 0.00110627327868141 0.00620583990625917 -1.58617602476516
"GPAT3" -0.57531333022803 5.36518695628476 -3.20885177026032 0.00487030280610169 0.0187945727133092 -3.01533343094185
"PMEPA1" -0.575147726996118 7.80852361591145 -3.31858027103396 0.00382424458266593 0.0155918115582195 -2.78242566759088
"POLR3H" 0.574840503664558 7.07565093353598 4.90558150769819 0.000114170517777474 0.00112762794258186 0.690380202843208
"NOP14-AS1" 0.574838210501415 4.54498703506138 5.30551140240397 4.82727524500791e-05 0.000594890684605387 1.67929071889134
"PSMD3" 0.574763189099516 7.06665485064172 3.73120112980408 0.00153025655921443 0.00791577158408453 -1.90305404239612
"FAM13A" -0.574662564951932 5.01661755719614 -3.34400329748556 0.00361537777730557 0.0149302219507077 -2.68064337492242
"HECW2" -0.57438794761491 3.41208916784686 -3.23550974749735 0.00459290365253955 0.0179272993159319 -2.79883697914708
"B3GLCT" -0.574161208937887 4.89468168536331 -4.53095278703201 0.000259166713266125 0.00210071590351277 -0.10287635417271
"C8orf82" -0.574155400216284 5.81224893995295 -1.96350477720852 0.0652378911872732 0.132834078197732 -5.39543066279254
"PPP1R14C" -0.57409773898072 4.82681937362969 -3.81737417382167 0.00126299780517003 0.00685209848399082 -1.62707716950932
"MBTD1" -0.574079595636754 5.39629747679075 -5.04789563220986 8.38899955781323e-05 0.000891607426173827 1.03155458170365
"TROAP" 0.5737359722332 6.25188161820015 4.79956535399463 0.000143811293490523 0.00133023392450424 0.486284410024508
"LYAR" 0.573644272815338 4.78098637238328 2.33294354331201 0.0314632712964524 0.0761521611871923 -4.63403692373836
"EXOSC4" 0.57360849304031 1.33221107451403 5.07019075425286 7.99503011269336e-05 0.000862355030175064 1.03897750160805
"SELENOH" -0.573605522355702 4.97943710706586 -3.20301632612639 0.00493318140563138 0.018943277487821 -2.81857605203367
"ACSS3" -0.573517056394687 3.07532551499373 -1.35791562033291 0.191282225324511 0.300918549242989 -6.13604558677962
"ANGEL2" -0.573399060452084 5.39063199282262 -4.90431502574866 0.000114485063496699 0.0011297104001205 0.708016076751095
"SHCBP1" -0.573301318988873 6.74175728055377 -4.31910805847915 0.000413845359477818 0.00295828828487621 -0.605055053848639
"IRF2" -0.573248152982299 3.36329241867554 -2.42607759604634 0.0260035564767343 0.0658950323930085 -4.3888251733225
"PCDHA9" -0.573222556332811 1.36925192000754 -2.91367652676739 0.00927249681823008 0.0305180001020539 -3.56785718746729
"VEGFC" 0.573166143177392 2.93410889081424 2.44851961136179 0.0248275705360601 0.0636703280178527 -4.35190065865431
"CSNK2A2" 0.573063284490279 6.12071994052669 3.71410675277445 0.00158963095990456 0.00815322018700576 -1.94336097248546
"ZFP69B" -0.573008578689805 4.80891771918776 -1.58274686543802 0.130903456416247 0.225356880929423 -6.01664237522092
