"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B" "Gene"
"SLC36A4" 0.0140933254557583 5.37860816926964 0.222205566632511 0.825004320865442 0.872965526503606 -6.95543321005488 "SLC36A4"
"SGPL1" 0.0140900466893354 7.42445251058445 0.278925386217502 0.781383016383399 0.838817419436228 -6.94109416414787 "SGPL1"
"NOL6" -0.0140586057601428 7.65531168425291 -0.260621716203266 0.795389957897302 0.850261267229803 -6.94607526689055 "NOL6"
"EPB41L4B" -0.0140520364199608 4.27347479564405 -0.266080401915124 0.791205348916208 0.846901538667003 -6.94462502689882 "EPB41L4B"
"RNF185" -0.014028675043253 5.65149741559072 -0.309457499055214 0.758181831221984 0.820920485816576 -6.93203557685502 "RNF185"
"CHURC1-FNTB" -0.0140277005693594 6.34878783099731 -0.211188608514197 0.833546646110825 0.879410100296004 -6.95784264607443 "CHURC1-FNTB"
"XYLT1" 0.0140115439629773 2.28269551924139 0.180739381032262 0.857258617679977 0.897593272311094 -6.96386577115044 "XYLT1"
"LSM6" 0.0139841909672915 5.23832586484746 0.185707776825045 0.853379869821335 0.89476119959343 -6.96294678609908 "LSM6"
"UBE2J2" 0.0139046248239483 5.61720414007877 0.373347389671164 0.710372852871376 0.782333113689043 -6.91005093234737 "UBE2J2"
"CDCA2" 0.013881491902322 7.48361319495021 0.186031555779797 0.853127226109669 0.894573217747843 -6.96288603417258 "CDCA2"
"MTSS1" -0.0138624242567853 3.46500760760528 -0.170943765778285 0.864916203009684 0.902975181551502 -6.96560471609257 "MTSS1"
"OGFRL1" 0.0138538335826155 6.47236321192213 0.157764138070594 0.875239679262946 0.91055689205013 -6.96779171128017 "OGFRL1"
"SPATC1L" -0.0138372702233021 1.42201656397183 -0.254400050222543 0.80016684997603 0.853885192949889 -6.94769164879381 "SPATC1L"
"HMGB2" 0.0138227307040584 7.90063555882595 0.248752386517111 0.804509704215877 0.856930373212736 -6.9491251727602 "HMGB2"
"EXT1" 0.013796873698567 6.11609515372509 0.3313199161867 0.741703860423482 0.807884831892137 -6.92497374076706 "EXT1"
"NAA35" 0.0137905249171144 6.42763771936217 0.263822527634196 0.792935484620224 0.84830671418051 -6.9452285249907 "NAA35"
"ZBTB5" -0.0137769482987551 6.84333625731577 -0.15614241155195 0.876511509950993 0.911551146847142 -6.96804871087759 "ZBTB5"
"EML5" -0.0137435871002971 4.63442290561188 -0.204678374914566 0.838604134680052 0.883675574390671 -6.9592089660031 "EML5"
"PKP3" 0.0137406939492379 4.79162929301932 0.137206059341464 0.891385645808368 0.922162194658386 -6.97085323731655 "PKP3"
"MT-RNR2" -0.0137397334366653 8.05890545283959 -0.0730535343076231 0.942037369580236 0.9579042543176 -6.97766449473631 "MT-RNR2"
"SIRT6" -0.0137035912867738 3.93703195559227 -0.167037214574465 0.867973780242315 0.90531476651172 -6.96627122803292 "SIRT6"
"EPS15" 0.013685905912113 5.84322742382148 0.360159105410991 0.720153476297657 0.790093612726084 -6.91492446140886 "EPS15"
"KIF27" 0.0136662074683409 4.06891373702022 0.140327808696081 0.888930717196851 0.920325163105153 -6.97041580316212 "KIF27"
"MEIS2" -0.0136574740912021 4.05942090074852 -0.15299860808556 0.878977952926787 0.913199534498396 -6.96853936173415 "MEIS2"
"DTNA" -0.0136424837983178 4.04687579363425 -0.27243529604103 0.786341502222006 0.843175469937339 -6.9428989206155 "DTNA"
"PIGO" 0.0136376058241403 6.35156502554326 0.268282190175084 0.78951920819839 0.845325537108673 -6.94403158026195 "PIGO"
"NUDT13" -0.0136303494627299 4.41407970817413 -0.17998539718224 0.857847553314489 0.898016936034087 -6.96400305755375 "NUDT13"
"PPP1R12B" -0.0136214770570628 4.63746815589981 -0.208922019183171 0.835306658754729 0.880885913482698 -6.95832318733259 "PPP1R12B"
"GAREM1" 0.0135031965895305 3.9732046854032 0.250645713387804 0.803053103784118 0.855902167509816 -6.94864817446613 "GAREM1"
"THAP7-AS1" 0.0134959409427169 3.23062880386323 0.256844655789394 0.798288994287783 0.852519815190757 -6.94706118905781 "THAP7-AS1"
"DTX1" 0.0134829973758506 1.5609619700042 0.153296490403091 0.878744199806793 0.913112262836046 -6.96849329908297 "DTX1"
"PVRIG2P" 0.0134766977526048 3.7245181194779 0.132119396948086 0.895388056367618 0.924698950168796 -6.97154493797118 "PVRIG2P"
"TTC28" 0.0134719459041182 3.83324327503687 0.187776340760025 0.851766043164277 0.89391453497318 -6.96255683394135 "TTC28"
"TRIM7" -0.0134703658700159 2.18667454084914 -0.126056935884082 0.90016183909972 0.927778366110639 -6.97233522586848 "TRIM7"
"ADAT2" -0.013455624149072 3.88664115552913 -0.179565871560751 0.858175279395958 0.898090408670188 -6.96407919714874 "ADAT2"
"ZNF22" 0.0133865662646275 1.2356436509103 0.358145870761374 0.721650721423402 0.791343453624529 -6.91565307993087 "ZNF22"
"WARS2-AS1" -0.0133797739854167 4.97359041212149 -0.128871402257482 0.897945162092157 0.926354898207753 -6.97197295150113 "WARS2-AS1"
"NOP58" 0.013372921848644 7.62147961671837 0.301594479374192 0.764136477660481 0.825608606810451 -6.93445803923889 "NOP58"
"TMEM182" 0.0132733661848397 3.03171369872071 0.213389611443167 0.831838381926651 0.877987629184309 -6.95737105589911 "TMEM182"
"BEND7" 0.0132558512330956 4.17364500006164 0.222535645751811 0.824748707246965 0.872770781402008 -6.9553591343443 "BEND7"
"EXOSC1" 0.0132174183397282 5.79215345865941 0.361231702100929 0.719356234797749 0.789608396341904 -6.91453461379503 "EXOSC1"
"AGAP2-AS1" 0.0132170689435838 3.44982188750974 0.175647994819525 0.861237062166746 0.900908043671596 -6.96478168411318 "AGAP2-AS1"
"CYFIP1" -0.0132169446443875 8.13430915861576 -0.393998216368448 0.695156508710215 0.77083866018318 -6.90206960679006 "CYFIP1"
"SGK3" -0.0132152912070129 4.42264914376049 -0.154956654039312 0.8774416419602 0.912225134160668 -6.96823494216673 "SGK3"
"ABHD14B" -0.0131721454457763 6.08172091629776 -0.15795131751196 0.875092906011978 0.910481869193419 -6.96776187765008 "ABHD14B"
"PLCG1" -0.0131566342403753 6.97997812587375 -0.283859090977389 0.777619715877868 0.835881219491459 -6.9396938636597 "PLCG1"
"UPF1" -0.0131484326768616 7.21343776792654 -0.241012853777236 0.810471196553761 0.861474439289908 -6.95103751891426 "UPF1"
"XAB2" -0.0131356232314133 5.93668739497428 -0.144360220890246 0.885761271865465 0.917589085151151 -6.96983620832112 "XAB2"
"HERC2P2" 0.0130842663529167 4.07441927336324 0.142920192922243 0.88689290994586 0.918527306733738 -6.97004507266681 "HERC2P2"
"SLBP" 0.0130566806001893 6.54703776560722 0.330493756090236 0.742324393758642 0.808053009540828 -6.925249326625 "SLBP"
"FBXO46" -0.0130083845444293 4.38153414596622 -0.151938072651472 0.879810260332098 0.913986380845893 -6.96870262960042 "FBXO46"
"MTRR" -0.0130030184065282 6.39387595207826 -0.274296863529482 0.784918326626168 0.84193837717711 -6.94238559136832 "MTRR"
"VPS54" 0.0129862737627491 6.51367628456422 0.169801602344998 0.865809937878775 0.90359881835102 -6.96580117717636 "VPS54"
"FLVCR1" -0.0129516165218915 5.39736150174699 -0.163552912550714 0.870702587792655 0.90749046525494 -6.96685271232958 "FLVCR1"
"MFSD14CP" -0.0129447694239415 5.94400270892847 -0.224878087705334 0.822935268314341 0.871229759275405 -6.95483029514916 "MFSD14CP"
"NPDC1" -0.0128793337427893 3.8396748065138 -0.117264000783282 0.907092245903071 0.933107544393754 -6.97341553619284 "NPDC1"
"MRPL15" 0.0128492965364631 6.60229158394002 0.384913697220633 0.701835237542608 0.775579505560207 -6.90563330465805 "MRPL15"
"ZNF579" 0.0128424030666547 4.17201951318109 0.139401682821165 0.889658904949066 0.920688250666485 -6.97054660216889 "ZNF579"
"TRAF4" 0.0128179153242245 5.76280637699648 0.149809760408069 0.881480969319775 0.91519506130776 -6.96902685672105 "TRAF4"
"RBMX2" -0.0127929949207575 5.20495435476201 -0.347724788264163 0.729418319683082 0.79785240008388 -6.91935963989445 "RBMX2"
"CTDSPL2" 0.0127816896721678 6.37810632575342 0.123771375839339 0.901962539116418 0.928927722702872 -6.97262353806572 "CTDSPL2"
"CDAN1" 0.0127663968822782 5.4333579769873 0.207105523939635 0.836717785127504 0.882068930638824 -6.95870456700669 "CDAN1"
"PCDHGB6" -0.0127659390849757 1.98428537461105 -0.127421471085031 0.899087028444724 0.926983962790278 -6.97216058307523 "PCDHGB6"
"NRBF2" -0.0127420925859552 5.8374682941534 -0.250951562995271 0.802817869176172 0.855801041486313 -6.948570781245 "NRBF2"
"BBS2" 0.0127206985501331 6.18814166412584 0.401140572242033 0.689922610143137 0.766545757169785 -6.89920976056522 "BBS2"
"TICAM2-AS1" 0.0127203222750349 4.90499906455279 0.192489980276299 0.84809100849986 0.890893944540202 -6.96165213533038 "TICAM2-AS1"
"SIRT3" -0.0127029879036016 4.58008669725308 -0.327387131935421 0.744659334865341 0.809874305599112 -6.92627948405584 "SIRT3"
"SEL1L" -0.0126334691857917 7.60746834644326 -0.248841181689623 0.804441375440176 0.856930373212736 -6.94910288265289 "SEL1L"
"SYS1" -0.0126182355889686 6.42468808760221 -0.308571484665779 0.758852078366997 0.821500319190903 -6.93231164840739 "SYS1"
"MIEF1" 0.012603582561928 7.47051544913958 0.331158774788813 0.74182488105982 0.807944487320221 -6.92502754720118 "MIEF1"
"CAV2" -0.0125869130006624 4.86705552118934 -0.186832109455694 0.852502623130759 0.894302751748784 -6.96273536939982 "CAV2"
"METTL25B" -0.0125342368622414 4.52863653175971 -0.1923270286666 0.848217999134959 0.890893944540202 -6.96168378473153 "METTL25B"
"CHMP4A" -0.0125315304640106 4.53816351058812 -0.247054489126221 0.805816548148195 0.857794941578602 -6.94954986631798 "CHMP4A"
"RBFOX2" 0.0125156351225151 6.17520779438745 0.298504915713335 0.766480150722276 0.827334522752536 -6.93539287907845 "RBFOX2"
"ZZZ3" 0.0123886857042592 7.04113551784964 0.215576227900124 0.830142092010879 0.876953763512268 -6.956897714991 "ZZZ3"
"LIG4" 0.0123681281249377 4.93694283039961 0.138918177096869 0.890039110518367 0.920925415982648 -6.97061454499516 "LIG4"
"LEPROTL1" -0.0123480339620219 6.36512067138002 -0.196799091959428 0.844734334741889 0.888745151415345 -6.96080548244955 "LEPROTL1"
"C1orf35" -0.0123407233454564 4.84670456800492 -0.260629851402113 0.795383716943395 0.850261267229803 -6.94607312787439 "C1orf35"
"CALCOCO1" -0.0122993113064664 4.66372441808163 -0.145280163646721 0.885038465146419 0.917524488196586 -6.96970168286062 "CALCOCO1"
"ZSCAN18" -0.0122979757531543 1.52728010834178 -0.136889017651993 0.891635026175887 0.922263710281165 -6.97089711262675 "ZSCAN18"
"NIP7" 0.0122687920090803 6.66380623971085 0.228857513515768 0.819856765532527 0.868724759376937 -6.95391921407337 "NIP7"
"CSNK1G1" 0.0122554049037893 6.84059116851176 0.207350863317419 0.836527163985546 0.88194421758483 -6.95865325133953 "CSNK1G1"
"TMEM254" -0.0122515351409493 4.76977578460772 -0.164421514783759 0.870022173412636 0.907063384181165 -6.96670889977278 "TMEM254"
"BBS9" 0.012223403266157 2.63928727310221 0.173220201851304 0.863135438817026 0.901965439277946 -6.96520922713777 "BBS9"
"USP28" -0.0122081348238989 5.69581334090569 -0.174967088122885 0.861769404366712 0.901232989130611 -6.96490219394902 "USP28"
"L3MBTL2" 0.0121838176859361 6.27034774289211 0.248531420397295 0.804679746526216 0.857003305500162 -6.94918060707529 "L3MBTL2"
"SLC30A6" 0.0121679709818476 6.18314560891932 0.239256153326557 0.811825911263387 0.862688827802109 -6.95146318115459 "SLC30A6"
"POLR3C" 0.0121471814432397 6.23091168428228 0.268104635395877 0.789655143107033 0.845390612781167 -6.94407961728653 "POLR3C"
"PSMB1" -0.0121449703009455 7.80322706574707 -0.315488111587873 0.753624816681853 0.817510642184237 -6.93013555778433 "PSMB1"
"ZSCAN21" -0.012143819713291 4.47109214223175 -0.258523358821085 0.797000170568668 0.851534701251525 -6.9466247713334 "ZSCAN21"
"KLHL24" 0.0121369321522846 3.26682740838699 0.0965690399588496 0.923431358008668 0.945816633799659 -6.97565014550159 "KLHL24"
"ETNK1" -0.0121332256883386 6.72354700098323 -0.174555159260958 0.862091487371835 0.901415218082785 -6.96497487194013 "ETNK1"
"RPL24" 0.0120907692939998 9.29869485392819 0.278034556238951 0.782063082508286 0.839389679265847 -6.9413443934724 "RPL24"
"CERS6" 0.0120697134816767 6.40529551534259 0.179868558651108 0.857938823003601 0.898016936034087 -6.96402428037761 "CERS6"
"PYDC2-AS1" 0.012066621020391 1.45757957255065 0.167190252250444 0.867853962254491 0.90526722005761 -6.96624540734135 "PYDC2-AS1"
"RRM2B" -0.0120651086549826 7.45346890380448 -0.122882387946702 0.90266307728724 0.929492208690188 -6.97273425538736 "RRM2B"
"COPB2" 0.01201905787347 7.95169202423462 0.300982410613735 0.764600603483866 0.825817408509942 -6.93464400091839 "COPB2"
"TP53BP1" -0.012011684584647 7.59162570127575 -0.211887941230584 0.833003785066375 0.878913407067351 -6.9576933350615 "TP53BP1"
"SLCO1B3-SLCO1B7" 0.0119839316705397 4.52632579551447 0.160908300177395 0.872774833094156 0.908775621534462 -6.96728588933684 "SLCO1B3-SLCO1B7"
"MYL12-AS1" -0.0119357720835156 5.91901086683197 -0.14858627798367 0.882441639833425 0.916017687927189 -6.96921117345526 "MYL12-AS1"
"DEDD" 0.011911546617922 6.05339536126071 0.231585370514691 0.817748127212438 0.867401400300183 -6.95328546324839 "DEDD"
"DM1-AS" -0.0119060540572429 2.6313196085484 -0.134226277954888 0.89372993098677 0.923412395864074 -6.97126160517223 "DM1-AS"
"TLCD3A" -0.0119059766146892 5.32303927196508 -0.253242516237 0.801056440168599 0.85453407882334 -6.9479880766876 "TLCD3A"
"ZACN" 0.0118872908704297 5.17450443982729 0.224520477138829 0.823212055627183 0.871447137011589 -6.95491138824182 "ZACN"
"MTMR11" 0.0118815665582117 4.72363628055575 0.215486529509819 0.830211660496034 0.876953763512268 -6.95691722691851 "MTMR11"
"LAMTOR5" -0.011857340755129 6.07040303680536 -0.244965334278697 0.807425301828028 0.858868169548356 -6.95006844254433 "LAMTOR5"
"ZDHHC24" -0.0117615842068792 3.99466091984889 -0.218507935622384 0.827869068251913 0.875313272700891 -6.95625552394761 "ZDHHC24"
"MFSD8" -0.011759195520356 4.05881423083642 -0.192311130940498 0.848230388688502 0.890893944540202 -6.96168687104649 "MFSD8"
"CGRRF1" 0.0117363668791803 4.96219694491493 0.197534827292195 0.844161505960727 0.888449412015275 -6.96065905480184 "CGRRF1"
"PICK1" -0.0117346209315965 4.6197074049342 -0.240083052284202 0.811188159139432 0.862161373601654 -6.95126320413703 "PICK1"
"RAD51" 0.0117267907798748 4.95764286786357 0.243566471164482 0.808502965215526 0.859532182094267 -6.95041321651178 "RAD51"
"HEBP1" -0.0116877518284593 5.03381870150369 -0.231577360124259 0.817754317281771 0.867401400300183 -6.9532873352375 "HEBP1"
"PRC1" 0.0116203443199172 8.8915222990465 0.162540272127103 0.871495957868312 0.9078237982578 -6.96701941225106 "PRC1"
"HEIH" 0.0116101504823307 4.20127019382955 0.170209687624917 0.865490593685589 0.903420165196932 -6.96573113435686 "HEIH"
"HINFP" 0.0116082537228479 4.16123934140284 0.163518592941806 0.870729473878479 0.90749046525494 -6.96685837892416 "HINFP"
"SRSF1" 0.0115896416610362 9.77702454202224 0.183334178272657 0.855232452024077 0.896164268124559 -6.96338892632654 "SRSF1"
"LSM3" 0.0115867151694982 6.03533448085259 0.209981305800244 0.834484013721469 0.880170606065847 -6.95809925151838 "LSM3"
"TMEM167B-DT" 0.0115740792975054 3.29934408679864 0.189771555384902 0.850210045735365 0.892665648535754 -6.96217662209766 "TMEM167B-DT"
"CCNI" -0.0115576090972054 7.80441883934927 -0.173591496036252 0.862845057904963 0.901816547921754 -6.96514422589885 "CCNI"
"CBFA2T2" -0.0115246173347181 5.22654231234498 -0.214663112119287 0.83085035234735 0.877324447733651 -6.95709596464814 "CBFA2T2"
"UNC119" -0.0114867061400554 5.45664457899712 -0.163236108460078 0.870950778913117 0.907565987255017 -6.96690497549606 "UNC119"
"IFTAP" 0.0114822843733506 4.00754030887051 0.18226200907968 0.856069544691269 0.89665619664262 -6.96358678141109 "IFTAP"
"PCNX3" -0.0114407171707853 7.67708715222222 -0.174225806147357 0.862349022202906 0.901529903623184 -6.96503285771721 "PCNX3"
"RBM48" -0.0114359405499806 4.56577194028039 -0.135677687715771 0.892587941926369 0.922779751762638 -6.97106381414738 "RBM48"
"STMN1" -0.0113970456203116 8.25788758665549 -0.187364628964992 0.852087196740955 0.894097690953016 -6.96263479101089 "STMN1"
"PSME2" 0.0113908649294334 6.62089664312344 0.172678120701578 0.863559422548957 0.902176574829481 -6.96530387783358 "PSME2"
"DPH3" 0.0113672476246132 5.57474645308525 0.226482918986289 0.821693423000181 0.870217220450474 -6.95446479158197 "DPH3"
"STX4" 0.0113239756977128 5.29134977225998 0.22731334781156 0.82105100341089 0.869687916841467 -6.95427464128435 "STX4"
"PUDP" 0.0113212216494287 1.21869873038251 0.358615398001911 0.72130143509023 0.791031564831416 -6.91548351469695 "PUDP"
"SYT16" -0.0112840755589307 1.64380366602406 -0.14521879486029 0.885086680059725 0.917524488196586 -6.96971068354764 "SYT16"
"RPP25L" 0.0112740633713342 4.06445176064873 0.214357094140978 0.831087747536745 0.87748801353901 -6.95716221730843 "RPP25L"
"ZFAND2A" 0.0112689547424809 4.1596615118343 0.163258288613771 0.870933402079142 0.907565987255017 -6.96690131973198 "ZFAND2A"
"PSENEN" 0.0112590195373787 5.19268879830309 0.135980306490574 0.8923498661054 0.922611836977987 -6.97102230692377 "PSENEN"
"SUGP1" 0.0111576293420992 5.49146871695266 0.238330344590977 0.812540100666448 0.863146910072067 -6.95168626157361 "SUGP1"
"KAT14" -0.0111573244500551 5.31443074995444 -0.221666708836944 0.825421653905391 0.873255579888631 -6.95555390363642 "KAT14"
"DPH7" 0.0111563459166213 5.44041463591468 0.168227844760892 0.867041681064137 0.90457466854112 -6.96606972057543 "DPH7"
"APBA2" -0.0111478101989357 3.47293892955732 -0.175202164435781 0.861585611167765 0.901195345071696 -6.96486064196003 "APBA2"
"MLLT6" 0.0111368798015112 4.69859347648657 0.149786702508574 0.881499072580644 0.91519506130776 -6.96903034433921 "MLLT6"
"ADGRL3" 0.0111205636276823 1.9434811269497 0.0673029374151076 0.946592733510318 0.960581968707522 -6.97807212075192 "ADGRL3"
"NFYC-AS1" 0.0111103301398261 3.92209807327498 0.126478496051647 0.899829766378869 0.927514495899781 -6.97228147223449 "NFYC-AS1"
"RBIS" 0.0110551315333316 6.10652888937495 0.173798675813784 0.862683035496329 0.901801784491491 -6.96510789519485 "RBIS"
"P3R3URF-PIK3R3" -0.0110450570795049 3.36275541541959 -0.0952634424504573 0.924463345501795 0.946505792829686 -6.9757766228863 "P3R3URF-PIK3R3"
"DGAT1" 0.0110143175734674 6.47203096882767 0.158920578380799 0.874332949064224 0.910001733706428 -6.96760682649477 "DGAT1"
"NDUFC2" 0.0109764766791089 6.99462473204743 0.250157471595861 0.803428657625942 0.856214680307634 -6.94877152569879 "NDUFC2"
"FKBP3" -0.0109642855570593 7.18832510980151 -0.200373798962264 0.841951936655406 0.886437353665948 -6.96008892215096 "FKBP3"
"OSBPL10" 0.0109546103424973 4.28918115413121 0.139079278865035 0.889912424968439 0.920872466906246 -6.9705919329789 "OSBPL10"
"ULK3" 0.0109110197105311 5.58734186299512 0.193757519281122 0.847103335040155 0.890400376729416 -6.96140503272479 "ULK3"
"CAST" -0.0108946043142994 6.6922065144073 -0.26735563249076 0.790228647803781 0.845930333564529 -6.94428190915357 "CAST"
"EEA1" -0.0108880015282988 6.12196165022835 -0.198514804885817 0.843398646720253 0.887883848131344 -6.96046317019499 "EEA1"
"ADD2" 0.0108871870760505 1.45902224264348 0.156026374797322 0.876602523792757 0.911551146847142 -6.96806699784704 "ADD2"
"UNG" 0.0108855153244889 7.02758318139031 0.299104213490073 0.766025364414653 0.827041592899056 -6.93521229356465 "UNG"
"ROMO1" 0.0108839042709858 4.52137220139655 0.148869260920069 0.882219427591494 0.915864979950479 -6.96916867653645 "ROMO1"
"TGS1" 0.0108803604343208 6.66879883489363 0.20087781613497 0.841559793720305 0.886100991574782 -6.95998685449251 "TGS1"
"TMED7-TICAM2" 0.010874487181324 6.42683170525937 0.196714991310239 0.84479981920514 0.888745151415345 -6.96082218559621 "TMED7-TICAM2"
"KIF5A" -0.0108555707655009 1.76758953155605 -0.125169732172975 0.900860768684608 0.928155920751377 -6.97244776832329 "KIF5A"
"CFAP97" 0.0108456750780732 5.76564518962058 0.170693333925621 0.865112149009978 0.903102435984993 -6.9656479049452 "CFAP97"
"C6orf120" -0.0108184891498322 6.55346622447972 -0.220659633425057 0.826201746723166 0.873929248095152 -6.95577868463508 "C6orf120"
"RNF10" -0.0107995258748108 7.65514484230405 -0.231970969932614 0.817450167159745 0.867276534398671 -6.95319527412407 "RNF10"
"IFT172" 0.010794118319478 3.70527567511509 0.252507504085834 0.80162145092096 0.854899308612252 -6.94817560275947 "IFT172"
"NUDT21" 0.0107311496958049 7.97411246518003 0.233427479349926 0.816324939528146 0.866337362940192 -6.95285325532092 "NUDT21"
"SLC41A2" 0.0107243748780439 3.85147413858985 0.144668776759606 0.885518826011497 0.917524488196586 -6.9697911826157 "SLC41A2"
"MIR1181" -0.0107214935414244 2.10294557663968 -0.174637931513468 0.862026766691026 0.901415218082785 -6.96496028189089 "MIR1181"
"ANKRD20A8P" -0.0106654881175081 1.33195437201338 -0.243844201145187 0.808288976361445 0.859454535419638 -6.95034492189774 "ANKRD20A8P"
"SEM1" -0.0106627738205294 6.29506435280011 -0.202221166506539 0.840514817965875 0.88526240686694 -6.95971356434921 "SEM1"
"SGSM2" 0.0106062317200744 5.29196637782517 0.187223458251815 0.852197322008242 0.894128914364085 -6.96266148215083 "SGSM2"
"SIAE" -0.0105509892501443 4.42159428306896 -0.204530251947918 0.838719284980983 0.883720552993182 -6.95923955603646 "SIAE"
"TM4SF19-DYNLT2B" -0.0105108250685282 4.5212205795133 -0.246198999502584 0.806475216175354 0.858124532000562 -6.94976274971559 "TM4SF19-DYNLT2B"
"DCAF8L2" -0.0104612706495937 1.25097984787994 -0.283915903171415 0.777576412065083 0.835881219491459 -6.9396775964803 "DCAF8L2"
"COPRS" 0.01043220291485 5.87806775757064 0.19560202087332 0.845666530627019 0.88942676507085 -6.96104256011012 "COPRS"
"ANO6" 0.0104190819017509 7.30947819256757 0.186454530205784 0.852797203823973 0.894380968406721 -6.96280651058866 "ANO6"
"AGO1" -0.0103829728089853 6.48566350043363 -0.132474829701034 0.895108295931803 0.924523220876457 -6.97149745357439 "AGO1"
"KNL1" -0.0103374747849045 7.04620847459279 -0.105057550082454 0.916725069713924 0.940082595455878 -6.97478586916467 "KNL1"
"CRYZL1" 0.01030750596074 4.73086148127772 0.231056867198679 0.818156555830469 0.867601669421962 -6.95340883337521 "CRYZL1"
"LMLN" 0.010294929626963 3.77158101380568 0.125598509171044 0.900522972851142 0.927915306626082 -6.97239347683041 "LMLN"
"IFNAR2-IL10RB" -0.0102825108940863 5.79443211084289 -0.172069515221631 0.864035485816932 0.902574419141162 -6.96540979097235 "IFNAR2-IL10RB"
"EVI5L" -0.0102731159851555 3.25486093815842 -0.144984675715249 0.885270621791065 0.917524488196586 -6.96974498586253 "EVI5L"
"ZNF410" 0.0102614217483339 6.98809794753362 0.275714288242305 0.783835195308535 0.841005649022311 -6.94199239752067 "ZNF410"
"RRAGD" -0.0102513960741102 3.40105158446078 -0.145175524782409 0.885120675830509 0.917524488196586 -6.96971702749344 "RRAGD"
"IDE" -0.0102276292510242 7.18445513466302 -0.154297178351353 0.877959023338263 0.912607423253505 -6.96833790353224 "IDE"
"RGS12" -0.0102255288484443 4.92836543387733 -0.218986782921672 0.82749794664802 0.875072620479761 -6.95614980973109 "RGS12"
"VPS36" -0.010186427800817 5.26321268344918 -0.244834297512542 0.807526234689745 0.858868169548356 -6.95010082244264 "VPS36"
"SYNPO" -0.0101838243993067 6.65860156534537 -0.0820379488830609 0.934924279385574 0.953055386366887 -6.97696079853582 "SYNPO"
"BZW1" -0.0101540286511206 8.7034713167083 -0.171558043013608 0.864435608780683 0.902705279078647 -6.96549851153665 "BZW1"
"GPR63" 0.010129542042502 3.88143134498241 0.129721079601314 0.897276115308516 0.925978016940624 -6.97186201115787 "GPR63"
"ASTN2" -0.0101265049730057 3.31116317136315 -0.194847909342246 0.846253894535291 0.88973758460711 -6.96119116891267 "ASTN2"
"PPP6R3" 0.0100985163776901 8.05237571321062 0.222699714561425 0.824621659296114 0.872748791429066 -6.95532227350918 "PPP6R3"
"TMEM92" -0.0100808629415607 2.14734520893595 -0.0718901211540909 0.942958820759514 0.958601435408659 -6.97774965697686 "TMEM92"
"LAMTOR2" -0.0100540251145933 4.59789025511559 -0.224992068340277 0.822847053103177 0.871211999704223 -6.95480442140833 "LAMTOR2"
"LPCAT3" -0.0100465093056412 6.83853038255328 -0.252261700968911 0.801810425914183 0.855026070656126 -6.94823819399199 "LPCAT3"
"SMG9" 0.0100449583105169 5.77507760386276 0.151064805406705 0.880495702383617 0.914464749665151 -6.96883621598845 "SMG9"
"RRM1-AS1" 0.0100353237096411 3.88514462018188 0.153581131616156 0.878520847353124 0.912957966209744 -6.96844920031799 "RRM1-AS1"
"ZCCHC4" -0.0100026610046609 4.33988093332422 -0.209164089526956 0.835118649858839 0.880763809999874 -6.95827211272998 "ZCCHC4"
"HNF1A" 0.00999540049369374 2.50091893864865 0.160232100733277 0.873304829079596 0.909092603238361 -6.9673955156378 "HNF1A"
"RPLP2" 0.00996972344274294 7.96467516074369 0.154682535414149 0.877656690932089 0.912370927109098 -6.96827779251845 "RPLP2"
"SLK" 0.00995195111421854 7.42855499691425 0.12861587794646 0.898146379811588 0.9264841060567 -6.97200617219911 "SLK"
"CSNK1E" 0.00994708669902966 7.28929173460535 0.195113603004169 0.846046940478184 0.889596692458308 -6.96113887545859 "CSNK1E"
"IRF3" 0.00994333045181328 5.62074686817101 0.195156406355184 0.846013601121206 0.889596692458308 -6.96113044430807 "IRF3"
"BRF1" -0.00991571982178829 5.06484630530679 -0.164288837838967 0.870126098716457 0.907094184804854 -6.96673091604244 "BRF1"
"RRN3" -0.00991305380719343 4.2466577798478 -0.206755486641738 0.8369897703961 0.882279388882396 -6.95877767649312 "RRN3"
"CLEC16A" 0.00989915545909348 5.95588150342721 0.187623169647762 0.851885520518736 0.89396299137131 -6.9625858566451 "CLEC16A"
"PDK2" -0.00986445117347845 4.05730396279954 -0.169301493429086 0.866201325226872 0.903929929928265 -6.96588678569303 "PDK2"
"TMEM50A" -0.00984605231217284 6.67199755583411 -0.219721852839056 0.826928321617421 0.874546082917739 -6.95598708027052 "TMEM50A"
"DNAJC24" 0.00983944801151004 5.29911336796414 0.155882690023948 0.876715225781709 0.911551146847142 -6.96808962322106 "DNAJC24"
"ZSCAN2" 0.00982787248816752 4.721034057981 0.201981857739116 0.840700952217731 0.885349577918414 -6.95976238227315 "ZSCAN2"
"SEH1L" -0.00981309247862416 7.13779699850569 -0.179705831839754 0.858065942075652 0.898053052146634 -6.96405381552081 "SEH1L"
"ARPC3" 0.00980005240050374 7.01853608672548 0.255865791860688 0.799040778019145 0.85304230832036 -6.94731435842393 "ARPC3"
"ZHX2" 0.00972966864036584 3.81920793651511 0.0906758610650437 0.928090546794563 0.948962303098666 -6.97620738841112 "ZHX2"
"KLF10" -0.00970126489219592 7.02725125570555 -0.118557930919019 0.906071927478789 0.932215232903386 -6.9732614592173 "KLF10"
