"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B" "Gene"
"PRR5-ARHGAP8" 0.306291983729413 3.88773593132822 4.53500960853048 3.30972939855662e-05 0.000199581049437486 1.78896651742455 "PRR5-ARHGAP8"
"TM7SF2" -0.306203946613355 2.99173368977502 -4.29914665605045 7.34405476111558e-05 0.000390753699004383 1.02134434691721 "TM7SF2"
"DUSP7" -0.306191288221433 5.21315136218969 -3.23167906182643 0.00211350013261023 0.00668416341213219 -2.16779293102246 "DUSP7"
"CACNA2D4" -0.306190640617661 1.75130505681561 -2.65041120689155 0.010564182345358 0.0258377581224266 -3.64956550470058 "CACNA2D4"
"EGFL7" 0.306184106931171 5.00362656076696 5.08556759131749 4.86875781565717e-06 3.95566299546563e-05 3.64561403152852 "EGFL7"
"TBC1D16" 0.30608553008825 6.51815676854603 6.007806053545 1.7357308267289e-07 2.36505446167138e-06 6.89987709698755 "TBC1D16"
"VCL" -0.306079326181594 8.31898901763078 -5.29499799664862 2.30913045547523e-06 2.10619640273152e-05 4.37148456574704 "VCL"
"TBC1D7" 0.30605223794023 4.20458524254723 6.20608987449313 8.36832829159315e-08 1.2874633078338e-06 7.61482490915749 "TBC1D7"
"PRELID3A" 0.305991281072461 3.48682597069198 4.91820108421823 8.78318312012812e-06 6.50215409393061e-05 3.07268214714442 "PRELID3A"
"ANKRD42-DT" -0.305952513825785 4.41564336422551 -2.80759023285436 0.00696168928893414 0.0182145035139566 -3.26993898243954 "ANKRD42-DT"
"MR1" -0.305761948731159 3.16843357433001 -3.69574498211233 0.000518931738395524 0.00202702516006836 -0.846118499417597 "MR1"
"ANOS1" -0.305722907564137 1.70907417327558 -3.34122429683641 0.0015306295310498 0.00510698416720993 -1.86600265051558 "ANOS1"
"PPP1R35-AS1" 0.305722145776804 2.83610066837283 4.09816858144897 0.000142885819644565 0.000687102748645688 0.382877885366155 "PPP1R35-AS1"
"TWSG1" 0.305694311784549 6.05764342242678 3.91183674227361 0.000261587087582108 0.00113484686341651 -0.194860057776721 "TWSG1"
"FBRS" -0.30559595644162 6.02462385742075 -3.21417061975395 0.00222416302284624 0.00698523514386038 -2.21540755417754 "FBRS"
"INPPL1" 0.305560131299547 8.01094527601169 5.3666609128623 1.78577167235119e-06 1.70669949406918e-05 4.62192661534212 "INPPL1"
"SND1" 0.305498099278486 7.53723398228912 5.30729073524658 2.20967049463926e-06 2.03988884800347e-05 4.41437335024217 "SND1"
"FARSA" 0.305434250940544 6.39109031929 4.1934648684357 0.000104386932860274 0.000522363006249916 0.683720147573162 "FARSA"
"ADISSP" 0.305372162717617 6.13330822555633 4.17302864382939 0.000111685211392968 0.000553209241647948 0.618911063346124 "ADISSP"
"NF1P6" -0.305168691414332 1.46917358480027 -5.47393277949428 1.21360162058535e-06 1.22922522948823e-05 4.99860398366478 "NF1P6"
"NCOA1" -0.305150792802103 5.05692947115359 -5.2843010179132 2.39926506002273e-06 2.17377692473828e-05 4.33418768659438 "NCOA1"
"ABCB6" -0.3051462447364 2.82506484844885 -2.93525820874589 0.00491124415339538 0.0136119596478765 -2.94973726684254 "ABCB6"
"CXCL14" 0.305063322839861 3.4095974658311 1.06897803683975 0.289903868344709 0.396676152012507 -6.40936214732367 "CXCL14"
"GXYLT1" 0.305054357094068 6.77039584164711 4.75933405584966 1.52900564043251e-05 0.000104812949887996 2.53542354874346 "GXYLT1"
"RNPC3" -0.30504564665805 4.19627563975964 -3.32620135986946 0.00160042139004205 0.0053006895305711 -1.90778034140828 "RNPC3"
"PEX12" -0.305032077574106 3.93851338485727 -4.39464823657853 5.32888854795723e-05 0.000297417829942052 1.3298890480483 "PEX12"
"WASH3P" -0.304959000703331 1.87323059288921 -5.36464611386397 1.79874322788893e-06 1.71775048270208e-05 4.61487199884904 "WASH3P"
"THUMPD3" -0.304894339796864 6.41674977232643 -5.27858444655727 2.44884819690896e-06 2.21212620454109e-05 4.31426522828341 "THUMPD3"
"CALM1" -0.304836314640714 6.72664296400394 -3.82364502370375 0.000346724979398352 0.00144212521274314 -0.463183728470746 "CALM1"
"MECR" 0.304771436251532 5.01313990601421 6.85475856264255 7.57760202398268e-09 1.69246990260932e-07 9.97333750547195 "MECR"
"CCNG2" -0.304749326279681 3.79577491943722 -2.61333564412374 0.0116321365848389 0.0279680413351954 -3.73668702844067 "CCNG2"
"SLC7A11" 0.304744466802966 5.9487876416077 2.67290476770921 0.00996075688764708 0.0245595289617582 -3.59625205856703 "SLC7A11"
"PABIR1" -0.304679277691288 4.76391168220319 -4.53436071108261 3.3170673222405e-05 0.000199859861634006 1.78682946002035 "PABIR1"
"RHOA" 0.304634077127524 8.35411287083796 6.05304435538782 1.46999207008556e-07 2.06724155116052e-06 7.06264939970986 "RHOA"
"PGBD2" -0.304597705435439 3.7641585491794 -5.04149447031387 5.69031168402928e-06 4.49438801727571e-05 3.49409198793947 "PGBD2"
"ADGRV1" -0.304498668233214 1.4951828137053 -6.91786524423666 5.99471250296743e-09 1.38983876375832e-07 10.2037439192032 "ADGRV1"
"CAPRIN2" -0.304487133697866 5.66680589403385 -3.3165353327116 0.00164690769499554 0.00542372112894158 -1.93459592227025 "CAPRIN2"
"MRPL13" 0.304486539772159 6.75324348248655 4.56286686493994 3.00922886872707e-05 0.000184039849820093 1.88083580726329 "MRPL13"
"ARNT2" -0.304438719196455 4.69561638267192 -2.985153212608 0.00427497939314268 0.0121296821078118 -2.82180939656882 "ARNT2"
"NQO2" 0.304413907389717 4.12638691939966 6.03160982606881 1.59044404730529e-07 2.20653756051058e-06 6.98549876668478 "NQO2"
"ANKRD36C" -0.304399644692624 3.51379671238278 -2.85617448719046 0.00610251535945423 0.0162987680264004 -3.14931120936511 "ANKRD36C"
"SYPL2" 0.30426515885007 1.45194108937172 6.25826843353774 6.90324056764238e-08 1.10915703191566e-06 7.80356210740956 "SYPL2"
"USP9X" -0.304238697556713 8.131794328425 -6.28296958775265 6.30169264893268e-08 1.02329083693388e-06 7.8929873166339 "USP9X"
"FBXO10" -0.304042381074221 5.29381918309028 -4.23858485724479 8.98746862425006e-05 0.000461677253044353 0.827363620396688 "FBXO10"
"SRRM1" -0.304040061201341 6.42417743551111 -6.8674487729517 7.22885715344182e-09 1.62051310636439e-07 10.0196628486536 "SRRM1"
"NDUFB6" 0.30390619312583 6.10374745526886 5.22369508469355 2.97944509219679e-06 2.61774732704178e-05 4.12331138265989 "NDUFB6"
"AP4E1" -0.30388491538305 5.21708805178533 -4.85049752109558 1.1131719793075e-05 7.96662692937498e-05 2.84290022360008 "AP4E1"
"NR2C2AP" 0.303617953127783 4.74156105234755 5.78567690026313 3.91402340949759e-07 4.74408989481979e-06 6.10403952184634 "NR2C2AP"
"UBE2Q2P2" 0.303580714101188 3.51008807737409 3.56051354527299 0.000789059771181054 0.00290011570510939 -1.24261412579109 "UBE2Q2P2"
"HOXA3" -0.303468573577068 1.9917535074081 -3.02244094411379 0.00385060504914201 0.0111143499584111 -2.72520681109812 "HOXA3"
"DENND6A" -0.303398697095505 4.67839905047725 -5.54971151413441 9.22841478491209e-07 9.79464911244585e-06 5.26591048173694 "DENND6A"
"NFATC4" 0.303198307380652 1.69928335829649 3.28451054264423 0.00181021552719294 0.00585714469464525 -2.02307354962485 "NFATC4"
"ALG1" 0.303164731827254 6.38292389370543 5.6291166384756 6.92015714016538e-07 7.67891868283138e-06 5.54701681957785 "ALG1"
"TAF11" 0.303070550131684 6.21194227726446 7.40680704840527 9.75864647785023e-10 3.1153584763713e-08 11.9901247523436 "TAF11"
"BCL7C" 0.303042318488873 6.01701034937377 4.83949495335046 1.15676144071984e-05 8.24620297359851e-05 2.80567152522205 "BCL7C"
"PPFIA4" 0.302920765725438 2.65269972702227 3.43915927847231 0.001141614119385 0.00396977022694612 -1.5906880382914 "PPFIA4"
"MTHFD2" 0.302842928476666 8.83398768328904 3.92745788109338 0.00024877610093842 0.00108817236404018 -0.146980829640596 "MTHFD2"
"PALM2AKAP2" -0.302840993749248 5.8170624280487 -3.86760625075041 0.000301403410523367 0.0012780964572891 -0.329857092645788 "PALM2AKAP2"
"RPL10P16" 0.302768357715443 2.19827340529611 5.42598310609287 1.44262627922852e-06 1.41421442726622e-05 4.82997515410356 "RPL10P16"
"DARS1-AS1" 0.302763594838431 3.52868648340379 4.6916049850093 1.93312030959805e-05 0.000127498118850991 2.30848332619871 "DARS1-AS1"
"GLCCI1" 0.302728688059904 3.920175829904 2.92312464411049 0.00507876103610663 0.0140014792928632 -2.98061319131506 "GLCCI1"
"S100A4" 0.302681354434764 4.92823941859711 2.15820344010446 0.0354423562726131 0.0708789004172708 -4.7259214344567 "S100A4"
"ZSCAN16-AS1" -0.302522377413843 3.72817021635915 -4.774190737151 1.45212096054251e-05 0.000100161850191266 2.58537709491817 "ZSCAN16-AS1"
"FKBP8" 0.302456600083422 7.07008130542233 4.59519211429538 2.69385198569192e-05 0.000168210573300118 1.98774309185695 "FKBP8"
"UBQLN1-AS1" 0.30237178634905 4.56612375947458 5.52630584621386 1.00439509971025e-06 1.05138182325893e-05 5.1832448967558 "UBQLN1-AS1"
"PHACTR4" -0.302324031346352 6.13279508514447 -5.0669007774343 5.201397679022e-06 4.15668707048973e-05 3.58138312951745 "PHACTR4"
"MYOF" -0.302323543503283 5.90866828295782 -2.86264751736036 0.00599576395449951 0.0160917578324985 -3.13312505096459 "MYOF"
"SYNE2" -0.302124860508037 6.07385509759464 -3.61810905504847 0.000660700068364982 0.00250069439283394 -1.07482959816202 "SYNE2"
"URB1" -0.302032981495229 7.58988506473261 -6.94350300945002 5.45030881810894e-09 1.28313737522854e-07 10.2973729565686 "URB1"
"SLC25A13" 0.302019904756062 5.86448394355602 6.22459272692055 7.8164158792394e-08 1.22050181366613e-06 7.68172622127394 "SLC25A13"
"RREB1" -0.302002456078476 6.08166252132388 -5.1888811818154 3.37315868386603e-06 2.8887408813024e-05 4.00252176898293 "RREB1"
"OSBPL1A" 0.301994217141249 5.39514058451265 5.40751496273897 1.54180715035906e-06 1.50058565032951e-05 4.76513631632971 "OSBPL1A"
"ACHE" -0.301991252648592 2.20986110145716 -2.47476972296778 0.016551644716425 0.0373238364121308 -4.0538284688537 "ACHE"
"MYCBP2" -0.301939343535308 6.4255015686223 -4.0073711557223 0.000192149120388906 0.000878612119663556 0.0995675673699656 "MYCBP2"
"ATG16L1" -0.301924172911875 6.23884309851399 -7.22880612124898 1.88923039112868e-09 5.24810128013991e-08 11.3397962932393 "ATG16L1"
"AVL9" -0.301830733845274 6.45108180925179 -6.34986565972587 4.92201971696136e-08 8.18881725079724e-07 8.135405569982 "AVL9"
"PCDH9" -0.301702254402611 2.81465515207727 -3.64659232778104 0.000604849080270782 0.00231662516768285 -0.991254995404901 "PCDH9"
"ZC3H4" -0.301695522247636 6.68972994838453 -4.91195785950584 8.97760057697153e-06 6.61521686019141e-05 3.05144350224898 "ZC3H4"
"GJC1" -0.301675431414125 6.87126244625 -8.25934817352266 4.18979840744636e-11 2.19290092612911e-09 15.0918704400485 "GJC1"
"PLSCR1" -0.30161465540122 5.55898991684126 -3.12391137842256 0.00288658531908026 0.00867897139205715 -2.45808708494154 "PLSCR1"
"POLR2E" 0.301596068644475 6.6965696234844 4.93356665466579 8.32213227835319e-06 6.21865215285032e-05 3.12499595530265 "POLR2E"
"ZBTB33" -0.301546881344996 5.65632482402819 -4.38916794812514 5.42828322649317e-05 0.000302549880928173 1.31209787902236 "ZBTB33"
"LINC02615" 0.301522895123643 3.41003887628009 3.31837071669679 0.0016379837647603 0.00540601136975694 -1.92950810496971 "LINC02615"
"B4GALNT1" -0.301516407075499 6.51344381575979 -4.11920056168798 0.000133355911417922 0.000647144981990274 0.448971665669657 "B4GALNT1"
"ZC3H7A" -0.301516151776368 6.65162996063786 -7.29521543882553 1.47645429874685e-09 4.32855186882388e-08 11.5824584434181 "ZC3H7A"
"PRKRIP1" 0.301369186094621 6.16195270971356 5.00744644910497 6.41702633463617e-06 4.98761224671052e-05 3.37734817791731 "PRKRIP1"
"UBE2L6" -0.301236969677831 5.11202778673958 -1.76132935959207 0.0839262972340737 0.144763959656228 -5.45780765771474 "UBE2L6"
"TSSK3" -0.301219767950393 2.60060359419097 -2.77655495638124 0.00756761540925136 0.0194821764652355 -3.34619374270629 "TSSK3"
"WDR20" -0.301089122405634 5.19068123520835 -5.51024591376077 1.06443778745943e-06 1.10193607312388e-05 5.12657619148365 "WDR20"
"LRRC4B" 0.301079370150792 3.67184614398842 2.11438618970739 0.0391833875329016 0.0770711953167314 -4.81294690973409 "LRRC4B"
"RABEP2" 0.301040767773301 4.58433037641397 4.97568434122555 7.17683920891644e-06 5.47694331368811e-05 3.26869348182931 "RABEP2"
"PRDM4" -0.301005629893536 6.54769981018428 -7.06998888616303 3.40731856625775e-09 8.71116350430046e-08 10.7594462408395 "PRDM4"
"ELOVL6" -0.300990416783749 5.43646740633276 -2.69264244408981 0.00945744295465661 0.02351302331088 -3.54918827647994 "ELOVL6"
"CREB5" -0.300913404631879 4.56193551409784 -2.41800926917202 0.0190605383412587 0.0421700744018285 -4.17979665777867 "CREB5"
"SNX30" -0.300864697082975 4.22713150718148 -6.22859867834921 7.70177956265384e-08 1.20414361239184e-06 7.6962144839529 "SNX30"
"ECM1" -0.30075100979774 3.16666260844621 -2.24090522125958 0.0292276596562045 0.0604530714904025 -4.55761294328655 "ECM1"
"GASK1B-AS1" 0.300748685816628 1.97758464955842 3.01115798400038 0.00397467466780252 0.011415722462047 -2.75452737054292 "GASK1B-AS1"
"NFIB" -0.300705931586815 6.2262483217334 -4.81475466267115 1.26098360147264e-05 8.86833622834996e-05 2.72207753640453 "NFIB"
"PHF23" 0.300679531760121 6.57522458375042 6.88432382229312 6.78982171472841e-09 1.54481111587897e-07 10.0812708601992 "PHF23"
"CEBPG" 0.300623676226174 7.1052466469227 3.52548689859295 0.000878412113686763 0.00317493649271194 -1.34384724939675 "CEBPG"
"RHOBTB3" 0.300584409896788 8.00569427789091 2.59270570894143 0.0122681714597146 0.0292093617632214 -3.7847545786758 "RHOBTB3"
"BLOC1S5-TXNDC5" 0.300543388542431 8.49750314073465 5.35688777664966 1.84956726111215e-06 1.75528970811383e-05 4.58771411962609 "BLOC1S5-TXNDC5"
"DNAJC6" -0.300477196187543 4.64510055533169 -4.46567020602297 4.19063537670257e-05 0.000243205584874579 1.56137005878414 "DNAJC6"
"TXNDC5" 0.300394368102456 8.5154371609499 5.32673709530186 2.06089985948495e-06 1.92587538593248e-05 4.48228134397521 "TXNDC5"
"HPRT1" 0.300375694953045 5.55280242101188 4.99837250936181 6.62563107042142e-06 5.12037838427054e-05 3.34628225894393 "HPRT1"
"IGSF1" -0.30034578785923 2.90211595361173 -3.20959602700927 0.00225396394979347 0.00706609006882553 -2.22781966115909 "IGSF1"
"MYL9" 0.300334677169019 1.67160785890721 3.70158935029839 0.000509530437323677 0.00199477485815802 -0.828785269353787 "MYL9"
"FKBP15" -0.300179788337923 6.39001102879837 -5.67695962687112 5.81597104607753e-07 6.63477707267684e-06 5.71685964118618 "FKBP15"
"PRRG4" -0.300174458811459 3.03444517909596 -2.27313313099011 0.0270800297796687 0.0566645441254392 -4.49060835140585 "PRRG4"
"NDUFV1" 0.300103323163015 7.48374644306725 5.6429559169944 6.58099037809736e-07 7.36286033586214e-06 5.59611082397455 "NDUFV1"
"MAP4K4" -0.300026622659654 8.44821733752093 -4.88396280126315 9.90262477269523e-06 7.18824458946537e-05 2.95633075404438 "MAP4K4"
"WDR7" -0.300017807570442 5.03801626438935 -5.77569206930572 4.05924236780022e-07 4.8627171586762e-06 6.06841165029927 "WDR7"
"ZBTB26" -0.29987704001041 4.80666369615555 -3.53135905899772 0.000862787863242177 0.00312866428553028 -1.32691864402444 "ZBTB26"
"PPP1R9A" -0.299720917552158 4.43405106686201 -2.46855755218905 0.0168109073138383 0.0378524768634155 -4.06772824840386 "PPP1R9A"
"SGMS1-AS1" -0.299619210885364 2.67773661057138 -3.23766724110675 0.00207685801388181 0.00659221329497364 -2.15146822595557 "SGMS1-AS1"
"CMTR2" -0.299592107927512 5.86299037764057 -4.10544826633703 0.000139514974322294 0.000673016262602997 0.405734913876493 "CMTR2"
"ZNF519" 0.299398249743394 3.19317176998049 2.88393671355048 0.00565674969604122 0.0153161772964526 -3.07970183519728 "ZNF519"
"SRPRB" 0.299381819212836 6.84107703167466 4.78161507875394 1.41513235413163e-05 9.81099434828612e-05 2.610363366895 "SRPRB"
"ZNF324" -0.299381470498462 4.64233843666509 -5.3026225591518 2.24693243937109e-06 2.0633539983532e-05 4.39808279178004 "ZNF324"
"PAN2" -0.299226805044085 5.9672542175621 -2.83765679472053 0.00641770016243452 0.0169880298417384 -3.19546741996692 "PAN2"
"CNN2" 0.299213250148317 7.19755909840813 3.61889968586214 0.000659085319734417 0.00249690757196683 -1.07251505976793 "CNN2"
"SLC5A10" -0.299140388085132 3.72372711027441 -3.97696952403607 0.000212046190574805 0.000953504164476308 0.00545773627843271 "SLC5A10"
"NCLN" 0.299135404342128 6.90460570456796 4.1750475573859 0.000110942734116002 0.00055109842873509 0.625306562552523 "NCLN"
"WDR5B-DT" -0.299120900013952 5.99582068458328 -6.8097769399605 8.95475606431006e-09 1.96408723388959e-07 9.80916693920264 "WDR5B-DT"
"GABRG2" -0.299106261495952 3.19835667329086 -3.24807480296127 0.00201459494676688 0.00641796901144779 -2.12304763545408 "GABRG2"
"KLHL28" -0.299086267433752 5.32762590296129 -3.26764297638373 0.00190226839016987 0.00610317364328376 -2.06944741962698 "KLHL28"
"DNASE1" 0.299008465357657 6.96564464185904 5.88608509104057 2.71181424974934e-07 3.47379987139635e-06 6.46303840602232 "DNASE1"
"CYP26B1" -0.298986109148553 4.61277619176521 -4.04495672034148 0.000170034222536802 0.000794734346655957 0.216440519437544 "CYP26B1"
"CENPL" 0.298925364125835 6.49078796075414 4.77354306660655 1.45539228056704e-05 0.000100330745401442 2.58319811336778 "CENPL"
"EEF1AKMT4-ECE2" 0.298809667938667 3.01614138625274 4.31488275171205 6.96732859492592e-05 0.000373479438308227 1.07196380052186 "EEF1AKMT4-ECE2"
"PDGFA" -0.298808836947722 5.27016950528408 -2.59878556912057 0.0120775081276253 0.02882293769401 -3.77061913988063 "PDGFA"
"CSAG3" -0.298798851661417 2.10499788816787 -2.17099452194677 0.0344110837907499 0.0690884370807037 -4.70023490150679 "CSAG3"
"MAP3K1" -0.298769497560389 5.45540868323579 -5.66796166152066 6.00938600391593e-07 6.81715928537253e-06 5.68489064415643 "MAP3K1"
"MPND" 0.298666370085358 3.35607264871553 3.90335313731472 0.000268808595850928 0.0011603967527087 -0.220818694603637 "MPND"
"RAD51D" -0.298611384441478 5.16810086630864 -4.51605127963102 3.53078942941852e-05 0.000210346737136096 1.72658493778294 "RAD51D"
"TACC2" -0.29859746008054 3.84763320090315 -2.95553530295602 0.00464272092538399 0.0129827979098963 -2.89793390681604 "TACC2"
"NET1" -0.298591234423877 6.99491073071702 -6.93088439999987 5.71178724814233e-09 1.33439167607463e-07 10.2512882740435 "NET1"
"PLEKHG5" -0.298418624842169 3.77002644384794 -5.75998470439073 4.29857346940253e-07 5.11425399603549e-06 6.01239196021291 "PLEKHG5"
"ARL6IP4" 0.298410873495075 7.25621731218115 9.00553443503943 2.7679657419459e-12 2.09660510702051e-10 17.7704708333691 "ARL6IP4"
"ORAI3" 0.298351177674134 2.91459744425409 3.43483617407607 0.00115659460509285 0.00401270873658813 -1.60294811867835 "ORAI3"
"FRS3" -0.298115226894576 2.5792039516647 -3.95860138320389 0.000225016475990819 0.00100002766935424 -0.0512153700645923 "FRS3"
"SLC25A1P5" 0.298003695764084 3.62942179442294 3.51269224307977 0.000913394345075659 0.00327902385581327 -1.38067211091386 "SLC25A1P5"
"C1QL4" 0.297945271422651 4.15856913838049 5.64031323281166 6.64445894664396e-07 7.40668892635494e-06 5.58673380670266 "C1QL4"
"FBXL19" 0.297816725097359 6.59804752028238 4.70898804804929 1.82039464920613e-05 0.000121111362504467 2.36660379521538 "FBXL19"
"SETD4" -0.297773715171561 4.00146341496904 -5.32912181370207 2.0433506842206e-06 1.9124068759839e-05 4.49061400744294 "SETD4"
"METTL15" 0.297746500054449 5.08745509810554 4.88888809799837 9.73335929076286e-06 7.09069991343208e-05 2.97304972099477 "METTL15"
"CHMP1B" -0.297638113733798 6.48398387487103 -2.87191376450416 0.00584595588301242 0.0157584951355739 -3.10990774490383 "CHMP1B"
"TBC1D5" -0.297571057657236 5.39960159826461 -5.4766167563549 1.20190262087277e-06 1.22143353846195e-05 5.0080549043574 "TBC1D5"
"RRP7A" 0.297466750813784 6.83544162408787 7.09497167420411 3.10540271143848e-09 8.09196283461373e-08 10.8507325950647 "RRP7A"
"KLHL36" -0.297461709297078 6.12924130300318 -4.67761097431112 2.02880833275574e-05 0.000132519108826761 2.26175792170819 "KLHL36"
"NHP2" 0.297407629668321 7.01083391869853 4.94779533280622 7.91644264504708e-06 5.95564577768964e-05 3.17349211272376 "NHP2"
"BLTP1" -0.297283401939999 5.99427336867257 -5.49787891770076 1.11308107338477e-06 1.14259458669422e-05 5.08296795890073 "BLTP1"
"NUAK1" 0.297150410623094 5.26496083322417 5.05856028677181 5.35715971520544e-06 4.2643970448388e-05 3.55271022891988 "NUAK1"
"THSD7B" -0.297032942464289 1.39320134408694 -4.04308482937655 0.000171074838545759 0.000797804074977257 0.210606248793588 "THSD7B"
"RASGRP1" 0.296941149421461 2.56385221410976 2.34945581254375 0.0225431181522334 0.0485027039284556 -4.3288083359341 "RASGRP1"
"ASB16-AS1" -0.29688923479291 3.76370690836172 -2.99402362726116 0.00417024273944209 0.0118794931575558 -2.7989054766391 "ASB16-AS1"
"CDIPT" 0.296839365422934 5.24013622318247 4.46130899936237 4.25310690028168e-05 0.000245930007818564 1.54710723967719 "CDIPT"
"TRAPPC11" -0.296820410479345 5.85786474066443 -5.89310269136001 2.64304691200888e-07 3.3999954738342e-06 6.48817646343891 "TRAPPC11"
"MED12" -0.29675813651938 6.40288235284075 -4.53086556718393 3.3568654734594e-05 0.000201858848367048 1.77532096394533 "MED12"
"YDJC" 0.29671507454951 5.46729077812569 5.11947955592368 4.31717528098337e-06 3.55969929354917e-05 3.76250537916071 "YDJC"
"SPATA13" -0.296672882044414 4.7330174934492 -5.46622138951861 1.24784433817119e-06 1.25246598386812e-05 4.97145731891263 "SPATA13"
"SLC8A2" 0.296547891882044 1.91299591442024 2.35518452717966 0.0222316884108761 0.0479426065730563 -4.3164885515161 "SLC8A2"
"SNHG11" -0.296502657614448 4.52904453016649 -3.91890891039172 0.000255710285022714 0.00111172439424314 -0.173196598976607 "SNHG11"
"PUM2" -0.296496348270965 7.64808031939325 -7.24797884333855 1.75942941619419e-09 4.95525213175247e-08 11.4098567388558 "PUM2"
"SIL1" 0.296476371158638 5.21796085491395 5.63941447259774 6.66618204188974e-07 7.42411780829639e-06 5.58354498415697 "SIL1"
"RAB5IF" 0.296407063492804 7.34292351973305 6.18026890625483 9.20390487812803e-08 1.39777858018395e-06 7.52151279404055 "RAB5IF"
"TEAD4" 0.296371715091165 6.97152759556689 5.95875235988254 2.07801036534538e-07 2.76049416180686e-06 6.72362659762152 "TEAD4"
"RNF19B" -0.296318631007592 5.33459293243905 -7.28044717595448 1.55964886131452e-09 4.52855187231681e-08 11.528497132169 "RNF19B"
"E2F3" -0.296261459615784 6.17924252009453 -5.90436553037129 2.53627987181215e-07 3.28692168297016e-06 6.5285340336482 "E2F3"
"KLHL4" -0.296227403997851 1.7191792380454 -2.9199948699442 0.00512282444221136 0.0140958583196678 -2.98856248859046 "KLHL4"
"ALDH3B1" 0.296214971955245 5.68792975008527 2.61155198499193 0.0116859161518108 0.0280862726589145 -3.74085454181219 "ALDH3B1"
"TET2" -0.296144254163909 5.64554226714601 -5.21292946058093 3.09609045562495e-06 2.70464348899329e-05 4.08593192455783 "TET2"
"PCSK6" 0.295992089268555 2.9090456017202 3.30300845975823 0.00171411025319477 0.00560117216980444 -1.97203652855857 "PCSK6"
"SMG1" -0.295986128182031 8.53254986553345 -5.48739541368716 1.15603289462518e-06 1.18072203935963e-05 5.04602167340951 "SMG1"
"ZNF547" 0.295982322705798 1.99088418115632 3.77141438490735 0.000409112204526572 0.00165809874718345 -0.620467796692676 "ZNF547"
"SOWAHC" -0.295968097059833 6.94829783060428 -3.21597227790928 0.00221252843125671 0.00695489194451331 -2.21051590933516 "SOWAHC"
"CDK6" -0.295923770664174 7.34200822859861 -4.79626380719763 1.34484015007458e-05 9.37161464580546e-05 2.6597075015626 "CDK6"
"PPP4R1L" -0.295898837314153 4.00719608530643 -4.7491139543371 1.58419713934025e-05 0.000107868699688745 2.50109563711011 "PPP4R1L"
"RIPK1" -0.295743210309111 5.87066356654781 -6.10276978555048 1.2243452537336e-07 1.76906283996224e-06 7.2418093951865 "RIPK1"
"DUSP11" -0.295662942254634 5.6112743454277 -5.02026692590042 6.13325936209402e-06 4.79311133929982e-05 3.42127461670094 "DUSP11"
"PPM1D" 0.295492880345236 5.77125005506712 5.4634269087983 1.26048768687681e-06 1.26307702066251e-05 4.96162237707057 "PPM1D"
"PWWP3A" 0.295148336878914 6.36559910753188 4.85106528253761 1.11096691976204e-05 7.95551473076811e-05 2.84482219400781 "PWWP3A"
"EFCAB10" -0.295108288763557 3.9886344392487 -5.04650880894988 5.59036407556015e-06 4.42979141659883e-05 3.511308331556 "EFCAB10"
"LIMK2" -0.294948096135686 5.55006520879616 -5.96875738747112 2.00314681574391e-07 2.67561614654951e-06 6.75955304157786 "LIMK2"
"UTP25" -0.294946000973629 6.38197656157628 -6.12138141854101 1.14329759988327e-07 1.67476601067581e-06 7.30892949482365 "UTP25"
"CSRNP1" -0.294871001160455 6.57618305224535 -4.35952305672012 5.99804771236754e-05 0.000329042698391013 1.21603764997772 "CSRNP1"
"GTF3C4" -0.29481170228866 7.22287343496749 -4.83828999036919 1.16163576126548e-05 8.26978873825601e-05 2.80159632426114 "GTF3C4"
"NSRP1" -0.294802973616811 4.06284394999288 -4.15362646190974 0.000119070627007327 0.000585746791591109 0.557528285839276 "NSRP1"
"GCNT1" -0.294798433223597 2.94141354525958 -3.45559775886803 0.00108631787265724 0.0037991529845297 -1.54398052165405 "GCNT1"
"NPM3" 0.294785731113018 6.70930183374828 4.83357736510058 1.18089354939544e-05 8.39218929771411e-05 2.78566188452245 "NPM3"
"AGO4" -0.294728229041826 4.0851120592584 -5.71657812010666 5.03515738875282e-07 5.87033884855073e-06 5.85776147479596 "AGO4"
"NKX3-1" -0.294612573301475 3.95806883378035 -2.83783186400383 0.00641465109566228 0.0169836452695618 -3.19503208319213 "NKX3-1"
"PRICKLE1" 0.294542714772119 3.64958360833397 2.62883351771765 0.0111742745176516 0.0271022827650678 -3.70038416305533 "PRICKLE1"
"ANAPC11" 0.294490436378534 5.97481724899699 4.82694486902334 1.20852829193719e-05 8.56169575428724e-05 2.76324600044442 "ANAPC11"
"MILIP" 0.294434628785171 3.7439629326323 5.29730469790531 2.29013621763347e-06 2.09513962295875e-05 4.37953026142952 "MILIP"
"KATNB1" 0.294377758815509 6.07217607363838 3.90529796778836 0.000267136314446338 0.00115399481214066 -0.214870522966247 "KATNB1"
"MAPK7" -0.294358696831403 4.69575884872068 -4.30227033731372 7.26773098250507e-05 0.000387538169355703 1.03138549537457 "MAPK7"
"MRPS31P5" -0.294221145637136 3.33053224838619 -4.49897149439268 3.74224086786898e-05 0.000221107690812317 1.67048304832534 "MRPS31P5"
"RTN1" -0.294163730852743 1.51366664202139 -5.24712639966365 2.74033914764592e-06 2.43367711198683e-05 4.20475081439801 "RTN1"
